leaveid,employeeid,leavetype,startdate,enddate,days,leave_year,leave_month,leave_quarter,leave_day_of_week,leave_month_name,calculated_days,leave_duration_category,is_sick_leave,is_vacation,is_personal,is_maternity_paternity,total_leave_days,leave_count,avg_leave_duration,sick_leave_count,vacation_count,personal_leave_count,maternity_paternity_count,prev_leave_end,days_since_last_leave,leave_sequence,season,starts_on_weekend,starts_on_monday,starts_on_friday
LEAVE-142,PNR-1029,Sick Leave,2020-05-03,2020-05-07,5.0,2020,5,2,Sunday,May,5,Medium (4-7 days),1,0,0,0,15.0,4,3.8,1,1,2,0,,,1,Spring,1,0,0
LEAVE-144,PNR-1029,Personal Leave,2021-05-28,2021-05-30,3.0,2021,5,2,Friday,May,3,Short (2-3 days),0,0,1,0,15.0,4,3.8,1,1,2,0,2020-05-07,386.0,2,Spring,0,0,1
LEAVE-143,PNR-1029,Vacation,2021-06-26,2021-06-27,2.0,2021,6,2,Saturday,June,2,Short (2-3 days),0,1,0,0,15.0,4,3.8,1,1,2,0,2021-05-30,27.0,3,Summer,1,0,0
LEAVE-141,PNR-1029,Personal Leave,2023-05-06,2023-05-10,5.0,2023,5,2,Saturday,May,5,Medium (4-7 days),0,0,1,0,15.0,4,3.8,1,1,2,0,2021-06-27,678.0,4,Spring,1,0,0
LEAVE-147,PNR-1030,Vacation,2018-04-26,2018-04-26,1.0,2018,4,2,Thursday,April,1,Single Day,0,1,0,0,21.0,4,5.2,0,2,0,2,,,1,Spring,0,0,0
LEAVE-150,PNR-1030,Maternity/Paternity,2019-01-29,2019-02-02,5.0,2019,1,1,Tuesday,January,5,Medium (4-7 days),0,0,0,1,21.0,4,5.2,0,2,0,2,2018-04-26,278.0,2,Winter,0,0,0
LEAVE-148,PNR-1030,Maternity/Paternity,2019-10-12,2019-10-21,10.0,2019,10,4,Saturday,October,10,Long (8-14 days),0,0,0,1,21.0,4,5.2,0,2,0,2,2019-02-02,252.0,3,Fall,1,0,0
LEAVE-146,PNR-1030,Vacation,2021-10-13,2021-10-17,5.0,2021,10,4,Wednesday,October,5,Medium (4-7 days),0,1,0,0,21.0,4,5.2,0,2,0,2,2019-10-21,723.0,4,Fall,0,0,0
LEAVE-152,PNR-1031,Maternity/Paternity,2020-12-11,2020-12-12,2.0,2020,12,4,Friday,December,2,Short (2-3 days),0,0,0,1,24.0,4,6.0,2,0,1,1,,,1,Winter,0,0,1
LEAVE-153,PNR-1031,Personal Leave,2022-06-21,2022-06-30,10.0,2022,6,2,Tuesday,June,10,Long (8-14 days),0,0,1,0,24.0,4,6.0,2,0,1,1,2020-12-12,556.0,2,Summer,0,0,0
LEAVE-155,PNR-1031,Sick Leave,2023-03-12,2023-03-21,10.0,2023,3,1,Sunday,March,10,Long (8-14 days),1,0,0,0,24.0,4,6.0,2,0,1,1,2022-06-30,255.0,3,Spring,1,0,0
LEAVE-154,PNR-1031,Sick Leave,2024-09-01,2024-09-02,2.0,2024,9,3,Sunday,September,2,Short (2-3 days),1,0,0,0,24.0,4,6.0,2,0,1,1,2023-03-21,530.0,4,Fall,1,0,0
LEAVE-156,PNR-1032,Vacation,2019-01-23,2019-02-01,10.0,2019,1,1,Wednesday,January,10,Long (8-14 days),0,1,0,0,24.0,4,6.0,0,2,2,0,,,1,Winter,0,0,0
LEAVE-160,PNR-1032,Personal Leave,2020-06-09,2020-06-09,1.0,2020,6,2,Tuesday,June,1,Single Day,0,0,1,0,24.0,4,6.0,0,2,2,0,2019-02-01,494.0,2,Summer,0,0,0
LEAVE-157,PNR-1032,Vacation,2021-04-10,2021-04-19,10.0,2021,4,2,Saturday,April,10,Long (8-14 days),0,1,0,0,24.0,4,6.0,0,2,2,0,2020-06-09,305.0,3,Spring,1,0,0
LEAVE-159,PNR-1032,Personal Leave,2025-01-01,2025-01-03,3.0,2025,1,1,Wednesday,January,3,Short (2-3 days),0,0,1,0,24.0,4,6.0,0,2,2,0,2021-04-19,1353.0,4,Winter,0,0,0
LEAVE-163,PNR-1033,Personal Leave,2019-08-23,2019-08-24,2.0,2019,8,3,Friday,August,2,Short (2-3 days),0,0,1,0,45.0,6,7.5,0,3,2,1,,,1,Summer,0,0,1
LEAVE-161,PNR-1033,Maternity/Paternity,2020-03-25,2020-04-03,10.0,2020,3,1,Wednesday,March,10,Long (8-14 days),0,0,0,1,45.0,6,7.5,0,3,2,1,2019-08-24,214.0,2,Spring,0,0,0
 LEAVE-165 ,PNR-1033,Vacation,2021-05-07,2021-05-16,10.0,2021,5,2,Friday,May,10,Long (8-14 days),0,1,0,0,45.0,6,7.5,0,3,2,1,2020-04-03,399.0,3,Spring,0,0,1
LEAVE-165,PNR-1033,Vacation,2021-05-07,2021-05-16,10.0,2021,5,2,Friday,May,10,Long (8-14 days),0,1,0,0,45.0,6,7.5,0,3,2,1,2021-05-16,-9.0,4,Spring,0,0,1
LEAVE-162,PNR-1033,Vacation,2022-01-19,2022-01-28,10.0,2022,1,1,Wednesday,January,10,Long (8-14 days),0,1,0,0,45.0,6,7.5,0,3,2,1,2021-05-16,248.0,5,Winter,0,0,0
LEAVE-164,PNR-1033,Personal Leave,2025-01-07,2025-01-09,3.0,2025,1,1,Tuesday,January,3,Short (2-3 days),0,0,1,0,45.0,6,7.5,0,3,2,1,2022-01-28,1075.0,6,Winter,0,0,0
LEAVE-168,PNR-1034,Sick Leave,2019-03-28,2019-03-30,3.0,2019,3,1,Thursday,March,3,Short (2-3 days),1,0,0,0,10.0,3,3.3,1,1,0,1,,,1,Spring,0,0,0
LEAVE-169,PNR-1034,Maternity/Paternity,2021-10-16,2021-10-17,2.0,2021,10,4,Saturday,October,2,Short (2-3 days),0,0,0,1,10.0,3,3.3,1,1,0,1,2019-03-30,931.0,2,Fall,1,0,0
LEAVE-170,PNR-1034,Vacation,2022-07-30,2022-08-03,5.0,2022,7,3,Saturday,July,5,Medium (4-7 days),0,1,0,0,10.0,3,3.3,1,1,0,1,2021-10-17,286.0,3,Summer,1,0,0
LEAVE-175,PNR-1035,Personal Leave,2018-12-13,2018-12-17,5.0,2018,12,4,Thursday,December,5,Medium (4-7 days),0,0,1,0,16.0,4,4.0,1,0,3,0,,,1,Winter,0,0,0
LEAVE-174,PNR-1035,Sick Leave,2019-01-26,2019-01-30,5.0,2019,1,1,Saturday,January,5,Medium (4-7 days),1,0,0,0,16.0,4,4.0,1,0,3,0,2018-12-17,40.0,2,Winter,1,0,0
LEAVE-10004,PNR-1035,Personal Leave,2021-11-20,2021-11-24,5.0,2021,11,4,Saturday,November,5,Medium (4-7 days),0,0,1,0,16.0,4,4.0,1,0,3,0,2019-01-30,1025.0,3,Fall,1,0,0
LEAVE-171,PNR-1035,Personal Leave,2024-03-23,2024-03-23,1.0,2024,3,1,Saturday,March,1,Single Day,0,0,1,0,16.0,4,4.0,1,0,3,0,2021-11-24,850.0,4,Spring,1,0,0
LEAVE-180,PNR-1036,Sick Leave,2019-06-12,2019-06-16,5.0,2019,6,2,Wednesday,June,5,Medium (4-7 days),1,0,0,0,33.0,5,6.6,2,1,2,0,,,1,Summer,0,0,0
LEAVE-176,PNR-1036,Sick Leave,2019-07-11,2019-07-20,10.0,2019,7,3,Thursday,July,10,Long (8-14 days),1,0,0,0,33.0,5,6.6,2,1,2,0,2019-06-16,25.0,2,Summer,0,0,0
LEAVE-178,PNR-1036,Vacation,2020-02-10,2020-02-14,5.0,2020,2,1,Monday,February,5,Medium (4-7 days),0,1,0,0,33.0,5,6.6,2,1,2,0,2019-07-20,205.0,3,Winter,0,1,0
LEAVE-177,PNR-1036,Personal Leave,2021-10-15,2021-10-24,10.0,2021,10,4,Friday,October,10,Long (8-14 days),0,0,1,0,33.0,5,6.6,2,1,2,0,2020-02-14,609.0,4,Fall,0,0,1
LEAVE-179,PNR-1036,Personal Leave,2022-03-31,2022-04-02,3.0,2022,3,1,Thursday,March,3,Short (2-3 days),0,0,1,0,33.0,5,6.6,2,1,2,0,2021-10-24,158.0,5,Spring,0,0,0
LEAVE-185,PNR-1037,Vacation,2018-02-02,2018-02-04,3.0,2018,2,1,Friday,February,3,Short (2-3 days),0,1,0,0,13.0,5,2.6,2,2,0,1,,,1,Winter,0,0,1
LEAVE-10006,PNR-1037,Sick Leave,2018-02-04,2018-02-05,2.0,2018,2,1,Sunday,February,2,Short (2-3 days),1,0,0,0,13.0,5,2.6,2,2,0,1,2018-02-04,0.0,2,Winter,1,0,0
LEAVE-184,PNR-1037,Maternity/Paternity,2021-06-12,2021-06-14,3.0,2021,6,2,Saturday,June,3,Short (2-3 days),0,0,0,1,13.0,5,2.6,2,2,0,1,2018-02-05,1223.0,3,Summer,1,0,0
LEAVE-10005,PNR-1037,Sick Leave,2023-03-30,2023-03-31,2.0,2023,3,1,Thursday,March,2,Short (2-3 days),1,0,0,0,13.0,5,2.6,2,2,0,1,2021-06-14,654.0,4,Spring,0,0,0
LEAVE-183,PNR-1037,Vacation,2024-03-30,2024-04-01,3.0,2024,3,1,Saturday,March,3,Short (2-3 days),0,1,0,0,13.0,5,2.6,2,2,0,1,2023-03-31,365.0,5,Spring,1,0,0
 LEAVE-189 ,PNR-1038,Vacation,2018-04-05,2018-04-14,10.0,2018,4,2,Thursday,April,10,Long (8-14 days),0,1,0,0,26.0,4,6.5,1,2,0,0,,,1,Spring,0,0,0
LEAVE-187,PNR-1038,Vacation,2020-07-28,2020-07-28,1.0,2020,7,3,Tuesday,July,1,Single Day,0,1,0,0,26.0,4,6.5,1,2,0,0,2018-04-14,836.0,2,Summer,0,0,0
LEAVE-186,PNR-1038,Sick Leave,2023-11-17,2023-11-21,5.0,2023,11,4,Friday,November,5,Medium (4-7 days),1,0,0,0,26.0,4,6.5,1,2,0,0,2020-07-28,1207.0,3,Fall,0,0,1
LEAVE-188,PNR-1038,Unknown,2024-09-13,2024-09-22,10.0,2024,9,3,Friday,September,10,Long (8-14 days),0,0,0,0,26.0,4,6.5,1,2,0,0,2023-11-21,297.0,4,Fall,0,0,1
LEAVE-10007,PNR-1039,Maternity/Paternity,2018-04-16,2018-04-18,3.0,2018,4,2,Monday,April,3,Short (2-3 days),0,0,0,1,10.0,5,2.0,0,1,0,3,,,1,Spring,0,1,0
LEAVE-191,PNR-1039,Maternity/Paternity,2019-08-27,2019-08-27,1.0,2019,8,3,Tuesday,August,1,Single Day,0,0,0,1,10.0,5,2.0,0,1,0,3,2018-04-18,496.0,2,Summer,0,0,0
 LEAVE-193 ,PNR-1039,Vacation,2019-12-17,2019-12-18,2.0,2019,12,4,Tuesday,December,2,Short (2-3 days),0,1,0,0,10.0,5,2.0,0,1,0,3,2019-08-27,112.0,3,Winter,0,0,0
LEAVE-192,PNR-1039,Maternity/Paternity,2023-11-17,2023-11-19,3.0,2023,11,4,Friday,November,3,Short (2-3 days),0,0,0,1,10.0,5,2.0,0,1,0,3,2019-12-18,1430.0,4,Fall,0,0,1
 LEAVE-194 ,PNR-1039,Unknown,2025-09-24,2025-09-24,1.0,2025,9,3,Wednesday,September,1,Single Day,0,0,0,0,10.0,5,2.0,0,1,0,3,2023-11-19,675.0,5,Fall,0,0,0
LEAVE-200,PNR-1040,Maternity/Paternity,2018-10-29,2018-10-30,2.0,2018,10,4,Monday,October,2,Short (2-3 days),0,0,0,1,28.0,5,5.6,1,2,0,2,,,1,Fall,0,1,0
LEAVE-198,PNR-1040,Vacation,2019-04-28,2019-05-07,10.0,2019,4,2,Sunday,April,10,Long (8-14 days),0,1,0,0,28.0,5,5.6,1,2,0,2,2018-10-30,180.0,2,Spring,1,0,0
LEAVE-199,PNR-1040,Maternity/Paternity,2020-02-20,2020-02-20,1.0,2020,2,1,Thursday,February,1,Single Day,0,0,0,1,28.0,5,5.6,1,2,0,2,2019-05-07,289.0,3,Winter,0,0,0
LEAVE-197,PNR-1040,Vacation,2022-06-11,2022-06-15,5.0,2022,6,2,Saturday,June,5,Medium (4-7 days),0,1,0,0,28.0,5,5.6,1,2,0,2,2020-02-20,842.0,4,Summer,1,0,0
LEAVE-196,PNR-1040,Sick Leave,2022-07-03,2022-07-12,10.0,2022,7,3,Sunday,July,10,Long (8-14 days),1,0,0,0,28.0,5,5.6,1,2,0,2,2022-06-15,18.0,5,Summer,1,0,0
LEAVE-203,PNR-1041,Vacation,2018-01-07,2018-01-08,2.0,2018,1,1,Sunday,January,2,Short (2-3 days),0,1,0,0,13.0,3,4.3,1,1,0,1,,,1,Winter,1,0,0
LEAVE-205,PNR-1041,Sick Leave,2022-09-18,2022-09-18,1.0,2022,9,3,Sunday,September,1,Single Day,1,0,0,0,13.0,3,4.3,1,1,0,1,2018-01-08,1714.0,2,Fall,1,0,0
LEAVE-201,PNR-1041,Maternity/Paternity,2025-09-17,2025-09-26,10.0,2025,9,3,Wednesday,September,10,Long (8-14 days),0,0,0,1,13.0,3,4.3,1,1,0,1,2022-09-18,1095.0,3,Fall,0,0,0
LEAVE-210,PNR-1042,Sick Leave,2021-07-26,2021-07-27,2.0,2021,7,3,Monday,July,2,Short (2-3 days),1,0,0,0,17.0,3,5.7,1,1,1,0,,,1,Summer,0,1,0
LEAVE-209,PNR-1042,Vacation,2024-08-22,2024-08-31,10.0,2024,8,3,Thursday,August,10,Long (8-14 days),0,1,0,0,17.0,3,5.7,1,1,1,0,2021-07-27,1122.0,2,Summer,0,0,0
LEAVE-207,PNR-1042,Personal Leave,2025-05-20,2025-05-24,5.0,2025,5,2,Tuesday,May,5,Medium (4-7 days),0,0,1,0,17.0,3,5.7,1,1,1,0,2024-08-31,262.0,3,Spring,0,0,0
LEAVE-214,PNR-1043,Personal Leave,2020-02-21,2020-02-21,1.0,2020,2,1,Friday,February,1,Single Day,0,0,1,0,22.0,4,5.5,1,2,1,0,,,1,Winter,0,0,1
LEAVE-213,PNR-1043,Vacation,2021-01-08,2021-01-17,10.0,2021,1,1,Friday,January,10,Long (8-14 days),0,1,0,0,22.0,4,5.5,1,2,1,0,2020-02-21,322.0,2,Winter,0,0,1
LEAVE-212,PNR-1043,Vacation,2023-12-01,2023-12-10,10.0,2023,12,4,Friday,December,10,Long (8-14 days),0,1,0,0,22.0,4,5.5,1,2,1,0,2021-01-17,1048.0,3,Winter,0,0,1
LEAVE-215,PNR-1043,Sick Leave,2024-08-25,2024-08-25,1.0,2024,8,3,Sunday,August,1,Single Day,1,0,0,0,22.0,4,5.5,1,2,1,0,2023-12-10,259.0,4,Summer,1,0,0
LEAVE-217,PNR-1044,Maternity/Paternity,2019-10-21,2019-10-25,5.0,2019,10,4,Monday,October,5,Medium (4-7 days),0,0,0,1,24.0,5,4.8,1,1,1,2,,,1,Fall,0,1,0
LEAVE-218,PNR-1044,Maternity/Paternity,2023-03-07,2023-03-07,1.0,2023,3,1,Tuesday,March,1,Single Day,0,0,0,1,24.0,5,4.8,1,1,1,2,2019-10-25,1229.0,2,Spring,0,0,0
LEAVE-219,PNR-1044,Vacation,2024-03-04,2024-03-06,3.0,2024,3,1,Monday,March,3,Short (2-3 days),0,1,0,0,24.0,5,4.8,1,1,1,2,2023-03-07,363.0,3,Spring,0,1,0
LEAVE-216,PNR-1044,Personal Leave,2025-05-11,2025-05-20,10.0,2025,5,2,Sunday,May,10,Long (8-14 days),0,0,1,0,24.0,5,4.8,1,1,1,2,2024-03-06,431.0,4,Spring,1,0,0
LEAVE-220,PNR-1044,Sick Leave,2025-08-01,2025-08-05,5.0,2025,8,3,Friday,August,5,Medium (4-7 days),1,0,0,0,24.0,5,4.8,1,1,1,2,2025-05-20,73.0,5,Summer,0,0,1
LEAVE-223,PNR-1045,Sick Leave,2021-04-30,2021-05-09,10.0,2021,4,2,Friday,April,10,Long (8-14 days),1,0,0,0,16.0,4,4.0,2,1,0,0,,,1,Spring,0,0,1
LEAVE-221,PNR-1045,Vacation,2021-10-21,2021-10-22,2.0,2021,10,4,Thursday,October,2,Short (2-3 days),0,1,0,0,16.0,4,4.0,2,1,0,0,2021-05-09,165.0,2,Fall,0,0,0
LEAVE-224,PNR-1045,Unknown,2022-02-24,2022-02-25,2.0,2022,2,1,Thursday,February,2,Short (2-3 days),0,0,0,0,16.0,4,4.0,2,1,0,0,2021-10-22,125.0,3,Winter,0,0,0
LEAVE-225,PNR-1045,Sick Leave,2024-06-03,2024-06-04,2.0,2024,6,2,Monday,June,2,Short (2-3 days),1,0,0,0,16.0,4,4.0,2,1,0,0,2022-02-25,829.0,4,Summer,0,1,0
LEAVE-228,PNR-1046,Unknown,2019-11-27,2019-11-28,2.0,2019,11,4,Wednesday,November,2,Short (2-3 days),0,0,0,0,10.0,3,3.3,1,0,1,0,,,1,Fall,0,0,0
LEAVE-227,PNR-1046,Sick Leave,2021-06-18,2021-06-20,3.0,2021,6,2,Friday,June,3,Short (2-3 days),1,0,0,0,10.0,3,3.3,1,0,1,0,2019-11-28,568.0,2,Summer,0,0,1
LEAVE-230,PNR-1046,Personal Leave,2025-07-05,2025-07-09,5.0,2025,7,3,Saturday,July,5,Medium (4-7 days),0,0,1,0,10.0,3,3.3,1,0,1,0,2021-06-20,1476.0,3,Summer,1,0,0
LEAVE-235,PNR-1047,Maternity/Paternity,2018-07-06,2018-07-06,1.0,2018,7,3,Friday,July,1,Single Day,0,0,0,1,14.0,5,2.8,2,0,0,3,,,1,Summer,0,0,1
LEAVE-233,PNR-1047,Sick Leave,2021-03-23,2021-03-23,1.0,2021,3,1,Tuesday,March,1,Single Day,1,0,0,0,14.0,5,2.8,2,0,0,3,2018-07-06,991.0,2,Spring,0,0,0
LEAVE-233,PNR-1047,Sick Leave,2021-03-23,2021-03-23,1.0,2021,3,1,Tuesday,March,1,Single Day,1,0,0,0,14.0,5,2.8,2,0,0,3,2021-03-23,0.0,3,Spring,0,0,0
LEAVE-232,PNR-1047,Maternity/Paternity,2021-08-14,2021-08-14,1.0,2021,8,3,Saturday,August,1,Single Day,0,0,0,1,14.0,5,2.8,2,0,0,3,2021-03-23,144.0,4,Summer,1,0,0
LEAVE-231,PNR-1047,Maternity/Paternity,2022-06-03,2022-06-12,10.0,2022,6,2,Friday,June,10,Long (8-14 days),0,0,0,1,14.0,5,2.8,2,0,0,3,2021-08-14,293.0,5,Summer,0,0,1
LEAVE-239,PNR-1048,Personal Leave,2019-08-10,2019-08-10,1.0,2019,8,3,Saturday,August,1,Single Day,0,0,1,0,7.0,5,1.4,0,3,2,0,,,1,Summer,1,0,0
LEAVE-238,PNR-1048,Vacation,2020-02-13,2020-02-13,1.0,2020,2,1,Thursday,February,1,Single Day,0,1,0,0,7.0,5,1.4,0,3,2,0,2019-08-10,187.0,2,Winter,0,0,0
LEAVE-240,PNR-1048,Personal Leave,2020-02-28,2020-02-28,1.0,2020,2,1,Friday,February,1,Single Day,0,0,1,0,7.0,5,1.4,0,3,2,0,2020-02-13,15.0,3,Winter,0,0,1
LEAVE-237,PNR-1048,Vacation,2021-02-03,2021-02-04,2.0,2021,2,1,Wednesday,February,2,Short (2-3 days),0,1,0,0,7.0,5,1.4,0,3,2,0,2020-02-28,341.0,4,Winter,0,0,0
 LEAVE-236 ,PNR-1048,Vacation,2022-05-03,2022-05-04,2.0,2022,5,2,Tuesday,May,2,Short (2-3 days),0,1,0,0,7.0,5,1.4,0,3,2,0,2021-02-04,453.0,5,Spring,0,0,0
LEAVE-241,PNR-1049,Maternity/Paternity,2018-04-22,2018-05-01,10.0,2018,4,2,Sunday,April,10,Long (8-14 days),0,0,0,1,30.0,4,7.5,2,0,1,1,,,1,Spring,1,0,0
LEAVE-243,PNR-1049,Personal Leave,2018-12-08,2018-12-12,5.0,2018,12,4,Saturday,December,5,Medium (4-7 days),0,0,1,0,30.0,4,7.5,2,0,1,1,2018-05-01,221.0,2,Winter,1,0,0
LEAVE-242,PNR-1049,Sick Leave,2019-10-17,2019-10-21,5.0,2019,10,4,Thursday,October,5,Medium (4-7 days),1,0,0,0,30.0,4,7.5,2,0,1,1,2018-12-12,309.0,3,Fall,0,0,0
LEAVE-244,PNR-1049,Sick Leave,2025-04-19,2025-04-28,10.0,2025,4,2,Saturday,April,10,Long (8-14 days),1,0,0,0,30.0,4,7.5,2,0,1,1,2019-10-21,2007.0,4,Spring,1,0,0
LEAVE-247,PNR-1050,Sick Leave,2019-08-31,2019-09-02,3.0,2019,8,3,Saturday,August,3,Short (2-3 days),1,0,0,0,24.0,5,4.8,3,1,1,0,,,1,Summer,1,0,0
LEAVE-246,PNR-1050,Sick Leave,2020-11-18,2020-11-27,10.0,2020,11,4,Wednesday,November,10,Long (8-14 days),1,0,0,0,24.0,5,4.8,3,1,1,0,2019-09-02,443.0,2,Fall,0,0,0
LEAVE-248,PNR-1050,Personal Leave,2021-03-22,2021-03-24,3.0,2021,3,1,Monday,March,3,Short (2-3 days),0,0,1,0,24.0,5,4.8,3,1,1,0,2020-11-27,115.0,3,Spring,0,1,0
 LEAVE-250 ,PNR-1050,Sick Leave,2021-08-16,2021-08-20,5.0,2021,8,3,Monday,August,5,Medium (4-7 days),1,0,0,0,24.0,5,4.8,3,1,1,0,2021-03-24,145.0,4,Summer,0,1,0
LEAVE-249,PNR-1050,Vacation,2025-10-15,2025-10-17,3.0,2025,10,4,Wednesday,October,3,Short (2-3 days),0,1,0,0,24.0,5,4.8,3,1,1,0,2021-08-20,1517.0,5,Fall,0,0,0
LEAVE-253,PNR-1051,Maternity/Paternity,2018-09-07,2018-09-08,2.0,2018,9,3,Friday,September,2,Short (2-3 days),0,0,0,1,12.0,2,6.0,0,0,1,1,,,1,Fall,0,0,1
LEAVE-255,PNR-1051,Personal Leave,2022-02-17,2022-02-26,10.0,2022,2,1,Thursday,February,10,Long (8-14 days),0,0,1,0,12.0,2,6.0,0,0,1,1,2018-09-08,1258.0,2,Winter,0,0,0
 LEAVE-260 ,PNR-1052,Vacation,2018-02-02,2018-02-03,2.0,2018,2,1,Friday,February,2,Short (2-3 days),0,1,0,0,5.0,3,1.7,1,1,1,0,,,1,Winter,0,0,1
LEAVE-258,PNR-1052,Sick Leave,2021-05-13,2021-05-14,2.0,2021,5,2,Thursday,May,2,Short (2-3 days),1,0,0,0,5.0,3,1.7,1,1,1,0,2018-02-03,1195.0,2,Spring,0,0,0
LEAVE-257,PNR-1052,Personal Leave,2022-11-01,2022-11-01,1.0,2022,11,4,Tuesday,November,1,Single Day,0,0,1,0,5.0,3,1.7,1,1,1,0,2021-05-14,536.0,3,Fall,0,0,0
LEAVE-262,PNR-1053,Sick Leave,2018-10-26,2018-11-04,10.0,2018,10,4,Friday,October,10,Long (8-14 days),1,0,0,0,20.0,5,4.0,3,0,1,1,,,1,Fall,0,0,1
LEAVE-265,PNR-1053,Sick Leave,2021-07-12,2021-07-13,2.0,2021,7,3,Monday,July,2,Short (2-3 days),1,0,0,0,20.0,5,4.0,3,0,1,1,2018-11-04,981.0,2,Summer,0,1,0
LEAVE-261,PNR-1053,Personal Leave,2021-12-09,2021-12-10,2.0,2021,12,4,Thursday,December,2,Short (2-3 days),0,0,1,0,20.0,5,4.0,3,0,1,1,2021-07-13,149.0,3,Winter,0,0,0
LEAVE-263,PNR-1053,Maternity/Paternity,2021-12-20,2021-12-22,3.0,2021,12,4,Monday,December,3,Short (2-3 days),0,0,0,1,20.0,5,4.0,3,0,1,1,2021-12-10,10.0,4,Winter,0,1,0
LEAVE-264,PNR-1053,Sick Leave,2023-10-27,2023-10-29,3.0,2023,10,4,Friday,October,3,Short (2-3 days),1,0,0,0,20.0,5,4.0,3,0,1,1,2021-12-22,674.0,5,Fall,0,0,1
LEAVE-267,PNR-1054,Maternity/Paternity,2018-01-05,2018-01-09,5.0,2018,1,1,Friday,January,5,Medium (4-7 days),0,0,0,1,22.0,4,5.5,1,0,1,2,,,1,Winter,0,0,1
LEAVE-269,PNR-1054,Sick Leave,2020-08-14,2020-08-23,10.0,2020,8,3,Friday,August,10,Long (8-14 days),1,0,0,0,22.0,4,5.5,1,0,1,2,2018-01-09,948.0,2,Summer,0,0,1
LEAVE-270,PNR-1054,Personal Leave,2023-07-27,2023-07-28,2.0,2023,7,3,Thursday,July,2,Short (2-3 days),0,0,1,0,22.0,4,5.5,1,0,1,2,2020-08-23,1068.0,3,Summer,0,0,0
LEAVE-268,PNR-1054,Maternity/Paternity,2023-10-04,2023-10-08,5.0,2023,10,4,Wednesday,October,5,Medium (4-7 days),0,0,0,1,22.0,4,5.5,1,0,1,2,2023-07-28,68.0,4,Fall,0,0,0
LEAVE-271,PNR-1055,Vacation,2019-04-11,2019-04-11,1.0,2019,4,2,Thursday,April,1,Single Day,0,1,0,0,5.0,3,1.7,1,2,0,0,,,1,Spring,0,0,0
LEAVE-275,PNR-1055,Sick Leave,2020-05-07,2020-05-07,1.0,2020,5,2,Thursday,May,1,Single Day,1,0,0,0,5.0,3,1.7,1,2,0,0,2019-04-11,392.0,2,Spring,0,0,0
LEAVE-272,PNR-1055,Vacation,2020-07-22,2020-07-24,3.0,2020,7,3,Wednesday,July,3,Short (2-3 days),0,1,0,0,5.0,3,1.7,1,2,0,0,2020-05-07,76.0,3,Summer,0,0,0
LEAVE-278,PNR-1056,Maternity/Paternity,2020-01-18,2020-01-22,5.0,2020,1,1,Saturday,January,5,Medium (4-7 days),0,0,0,1,20.0,4,5.0,1,0,0,3,,,1,Winter,1,0,0
LEAVE-277,PNR-1056,Sick Leave,2020-02-25,2020-02-26,2.0,2020,2,1,Tuesday,February,2,Short (2-3 days),1,0,0,0,20.0,4,5.0,1,0,0,3,2020-01-22,34.0,2,Winter,0,0,0
LEAVE-280,PNR-1056,Maternity/Paternity,2020-03-22,2020-03-24,3.0,2020,3,1,Sunday,March,3,Short (2-3 days),0,0,0,1,20.0,4,5.0,1,0,0,3,2020-02-26,25.0,3,Spring,1,0,0
LEAVE-279,PNR-1056,Maternity/Paternity,2025-06-21,2025-06-30,10.0,2025,6,2,Saturday,June,10,Long (8-14 days),0,0,0,1,20.0,4,5.0,1,0,0,3,2020-03-24,1915.0,4,Summer,1,0,0
LEAVE-282,PNR-1057,Personal Leave,2018-05-13,2018-05-14,2.0,2018,5,2,Sunday,May,2,Short (2-3 days),0,0,1,0,23.0,4,5.8,1,0,2,1,,,1,Spring,1,0,0
LEAVE-281,PNR-1057,Sick Leave,2020-07-21,2020-07-30,10.0,2020,7,3,Tuesday,July,10,Long (8-14 days),1,0,0,0,23.0,4,5.8,1,0,2,1,2018-05-14,799.0,2,Summer,0,0,0
LEAVE-283,PNR-1057,Maternity/Paternity,2020-11-30,2020-12-09,10.0,2020,11,4,Monday,November,10,Long (8-14 days),0,0,0,1,23.0,4,5.8,1,0,2,1,2020-07-30,123.0,3,Fall,0,1,0
LEAVE-284,PNR-1057,Personal Leave,2021-12-16,2021-12-16,1.0,2021,12,4,Thursday,December,1,Single Day,0,0,1,0,23.0,4,5.8,1,0,2,1,2020-12-09,372.0,4,Winter,0,0,0
LEAVE-288,PNR-1058,Maternity/Paternity,2018-03-17,2018-03-18,2.0,2018,3,1,Saturday,March,2,Short (2-3 days),0,0,0,1,9.0,4,2.2,0,1,0,3,,,1,Spring,1,0,0
LEAVE-289,PNR-1058,Maternity/Paternity,2019-07-27,2019-07-27,1.0,2019,7,3,Saturday,July,1,Single Day,0,0,0,1,9.0,4,2.2,0,1,0,3,2018-03-18,496.0,2,Summer,1,0,0
LEAVE-287,PNR-1058,Vacation,2022-12-16,2022-12-18,3.0,2022,12,4,Friday,December,3,Short (2-3 days),0,1,0,0,9.0,4,2.2,0,1,0,3,2019-07-27,1238.0,3,Winter,0,0,1
LEAVE-290,PNR-1058,Maternity/Paternity,2024-02-03,2024-02-05,3.0,2024,2,1,Saturday,February,3,Short (2-3 days),0,0,0,1,9.0,4,2.2,0,1,0,3,2022-12-18,412.0,4,Winter,1,0,0
