recordid,monthend,department,headcount,hires,terminations,attritionrate,year,month,quarter,month_name,net_change,growth_rate,turnover_rate,hire_rate,headcount_3m_avg,hires_3m_avg,terminations_3m_avg,headcount_mom_change,headcount_mom_change_pct,dept_avg_headcount,headcount_category,attrition_risk,has_hires,has_terminations,is_growing,is_shrinking
HC-340,2021-02-27,Quality Control,94,2,0,0.0,2021,2,1,February,2,2.13,0.0,2.13,92.0,2.3,0.0,2.0,2.17,111.0,Large (50-100),,1,0,1,0
HC-349,2021-03-30,Quality Control,99,5,0,0.0,2021,3,1,March,5,5.05,0.0,5.05,95.0,2.7,0.0,5.0,5.32,111.0,Large (50-100),,1,0,1,0
HC-358,2021-04-29,Quality Control,102,4,0,0.0,2021,4,2,April,4,3.92,0.0,3.92,98.0,3.7,0.0,3.0,3.03,111.0,Very Large (100+),,1,0,1,0
HC-367,2021-05-30,Quality Control,103,0,0,0.0,2021,5,2,May,0,0.0,0.0,0.0,101.0,3.0,0.0,1.0,0.98,111.0,Very Large (100+),,0,0,0,0
HC-376,2021-06-29,Quality Control,103,0,0,0.0,2021,6,2,June,0,0.0,0.0,0.0,103.0,1.3,0.0,0.0,0.0,111.0,Very Large (100+),,0,0,0,0
HC-385,2021-07-30,Quality Control,108,5,0,0.0,2021,7,3,July,5,4.63,0.0,4.63,105.0,1.7,0.0,5.0,4.85,111.0,Very Large (100+),,1,0,1,0
HC-394,2021-08-30,Quality Control,109,1,0,0.0,2021,8,3,August,1,0.92,0.0,0.92,107.0,2.0,0.0,1.0,0.93,111.0,Very Large (100+),,1,0,1,0
HC-403,2021-09-29,Quality Control,110,1,0,0.0,2021,9,3,September,1,0.91,0.0,0.91,109.0,2.3,0.0,1.0,0.92,111.0,Very Large (100+),,1,0,1,0
HC-412,2021-10-30,Quality Control,113,3,0,0.0,2021,10,4,October,3,2.65,0.0,2.65,111.0,1.7,0.0,3.0,2.73,111.0,Very Large (100+),,1,0,1,0
HC-421,2021-11-29,Quality Control,113,0,0,0.0,2021,11,4,November,0,0.0,0.0,0.0,112.0,1.3,0.0,0.0,0.0,111.0,Very Large (100+),,0,0,0,0
HC-430,2021-12-30,Quality Control,114,1,0,0.0,2021,12,4,December,1,0.88,0.0,0.88,113.0,1.3,0.0,1.0,0.88,111.0,Very Large (100+),,1,0,1,0
HC-439,2022-01-30,Quality Control,116,2,0,0.0,2022,1,1,January,2,1.72,0.0,1.72,114.0,1.0,0.0,2.0,1.75,111.0,Very Large (100+),,1,0,1,0
HC-448,2022-02-27,Quality Control,118,2,0,0.0,2022,2,1,February,2,1.69,0.0,1.69,116.0,1.7,0.0,2.0,1.72,111.0,Very Large (100+),,1,0,1,0
HC-457,2022-03-30,Quality Control,119,2,0,0.0,2022,3,1,March,2,1.68,0.0,1.68,118.0,2.0,0.0,1.0,0.85,111.0,Very Large (100+),,1,0,1,0
HC-466,2022-04-29,Quality Control,122,2,0,0.0,2022,4,2,April,2,1.64,0.0,1.64,120.0,2.0,0.0,3.0,2.52,111.0,Very Large (100+),,1,0,1,0
HC-475,2022-05-30,Quality Control,124,2,0,0.0,2022,5,2,May,2,1.61,0.0,1.61,122.0,2.0,0.0,2.0,1.64,111.0,Very Large (100+),,1,0,1,0
HC-484,2022-06-29,Quality Control,128,4,0,0.0,2022,6,2,June,4,3.12,0.0,3.12,125.0,2.7,0.0,4.0,3.23,111.0,Very Large (100+),,1,0,1,0
HC-493,2022-07-30,Quality Control,132,5,1,0.0076,2022,7,3,July,4,3.03,0.76,3.79,128.0,3.7,0.3,4.0,3.12,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-502,2022-08-30,Quality Control,134,3,1,0.0075,2022,8,3,August,2,1.49,0.75,2.24,131.0,4.0,0.7,2.0,1.52,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-511,2022-09-29,Quality Control,136,2,0,0.0,2022,9,3,September,2,1.47,0.0,1.47,134.0,3.3,0.7,2.0,1.49,111.0,Very Large (100+),,1,0,1,0
HC-520,2022-10-30,Quality Control,141,5,0,0.0,2022,10,4,October,5,3.55,0.0,3.55,137.0,3.3,0.3,5.0,3.68,111.0,Very Large (100+),,1,0,1,0
HC-529,2022-11-29,Quality Control,141,2,2,0.0142,2022,11,4,November,0,0.0,1.42,1.42,139.0,3.0,0.7,0.0,0.0,111.0,Very Large (100+),Low (<5%),1,1,0,0
HC-538,2022-12-30,Quality Control,149,8,0,0.0,2022,12,4,December,8,5.37,0.0,5.37,144.0,5.0,0.7,8.0,5.67,111.0,Very Large (100+),,1,0,1,0
HC-547,2023-01-30,Quality Control,153,4,0,0.0,2023,1,1,January,4,2.61,0.0,2.61,148.0,4.7,0.7,4.0,2.68,111.0,Very Large (100+),,1,0,1,0
HC-556,2023-02-27,Quality Control,155,3,1,0.0065,2023,2,1,February,2,1.29,0.65,1.94,152.0,5.0,0.3,2.0,1.31,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-565,2023-03-30,Quality Control,158,5,1,0.0063,2023,3,1,March,4,2.53,0.63,3.16,155.0,4.0,0.7,3.0,1.94,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-574,2023-04-29,Quality Control,160,2,1,0.0063,2023,4,2,April,1,0.62,0.62,1.25,158.0,3.3,1.0,2.0,1.27,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-583,2023-05-30,Quality Control,164,4,0,0.0,2023,5,2,May,4,2.44,0.0,2.44,161.0,3.7,0.7,4.0,2.5,111.0,Very Large (100+),,1,0,1,0
HC-592,2023-06-29,Quality Control,162,0,2,0.0123,2023,6,2,June,-2,-1.23,1.23,0.0,162.0,2.0,1.0,-2.0,-1.22,111.0,Very Large (100+),Low (<5%),0,1,0,1
HC-601,2023-07-30,Quality Control,163,2,1,0.0061,2023,7,3,July,1,0.61,0.61,1.23,163.0,2.0,1.0,1.0,0.62,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-610,2023-08-30,Quality Control,163,1,1,0.0061,2023,8,3,August,0,0.0,0.61,0.61,163.0,1.0,1.3,0.0,0.0,111.0,Very Large (100+),Low (<5%),1,1,0,0
HC-619,2023-09-29,Quality Control,163,0,0,0.0,2023,9,3,September,0,0.0,0.0,0.0,163.0,1.0,0.7,0.0,0.0,111.0,Very Large (100+),,0,0,0,0
HC-628,2023-10-30,Quality Control,164,1,0,0.0,2023,10,4,October,1,0.61,0.0,0.61,163.0,0.7,0.3,1.0,0.61,111.0,Very Large (100+),,1,0,1,0
HC-637,2023-11-29,Quality Control,166,3,2,0.012,2023,11,4,November,1,0.6,1.2,1.81,164.0,1.3,0.7,2.0,1.22,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-646,2023-12-30,Quality Control,168,3,0,0.0,2023,12,4,December,3,1.79,0.0,1.79,166.0,2.3,0.7,2.0,1.2,111.0,Very Large (100+),,1,0,1,0
HC-655,2024-01-30,Quality Control,169,2,2,0.0118,2024,1,1,January,0,0.0,1.18,1.18,168.0,2.7,1.3,1.0,0.6,111.0,Very Large (100+),Low (<5%),1,1,0,0
HC-664,2024-02-28,Quality Control,169,1,0,0.0,2024,2,1,February,1,0.59,0.0,0.59,169.0,2.0,0.7,0.0,0.0,111.0,Very Large (100+),,1,0,1,0
HC-673,2024-03-30,Quality Control,171,3,1,0.0058,2024,3,1,March,2,1.17,0.58,1.75,170.0,2.0,1.0,2.0,1.18,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-682,2024-04-29,Quality Control,172,1,0,0.0,2024,4,2,April,1,0.58,0.0,0.58,171.0,1.7,0.3,1.0,0.58,111.0,Very Large (100+),,1,0,1,0
HC-691,2024-05-30,Quality Control,173,1,0,0.0,2024,5,2,May,1,0.58,0.0,0.58,172.0,1.7,0.3,1.0,0.58,111.0,Very Large (100+),,1,0,1,0
HC-700,2024-06-29,Quality Control,177,4,0,0.0,2024,6,2,June,4,2.26,0.0,2.26,174.0,2.0,0.0,4.0,2.31,111.0,Very Large (100+),,1,0,1,0
HC-709,2024-07-30,Quality Control,178,2,1,0.0056,2024,7,3,July,1,0.56,0.56,1.12,176.0,2.3,0.3,1.0,0.56,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-718,2024-08-30,Quality Control,177,1,2,0.0113,2024,8,3,August,-1,-0.56,1.13,0.56,177.0,2.3,1.0,-1.0,-0.56,111.0,Very Large (100+),Low (<5%),1,1,0,1
HC-727,2024-09-29,Quality Control,180,3,0,0.0,2024,9,3,September,3,1.67,0.0,1.67,178.0,2.0,1.0,3.0,1.69,111.0,Very Large (100+),,1,0,1,0
HC-736,2024-10-30,Quality Control,181,1,0,0.0,2024,10,4,October,1,0.55,0.0,0.55,179.0,1.7,0.7,1.0,0.56,111.0,Very Large (100+),,1,0,1,0
HC-745,2024-11-29,Quality Control,182,1,0,0.0,2024,11,4,November,1,0.55,0.0,0.55,181.0,1.7,0.0,1.0,0.55,111.0,Very Large (100+),,1,0,1,0
HC-754,2024-12-30,Quality Control,183,1,0,0.0,2024,12,4,December,1,0.55,0.0,0.55,182.0,1.0,0.0,1.0,0.55,111.0,Very Large (100+),,1,0,1,0
HC-763,2025-01-30,Quality Control,188,5,0,0.0,2025,1,1,January,5,2.66,0.0,2.66,184.0,2.3,0.0,5.0,2.73,111.0,Very Large (100+),,1,0,1,0
HC-772,2025-02-27,Quality Control,191,4,1,0.0052,2025,2,1,February,3,1.57,0.52,2.09,187.0,3.3,0.3,3.0,1.6,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-781,2025-03-30,Quality Control,192,1,0,0.0,2025,3,1,March,1,0.52,0.0,0.52,190.0,3.3,0.3,1.0,0.52,111.0,Very Large (100+),,1,0,1,0
HC-790,2025-04-29,Quality Control,193,2,2,0.0104,2025,4,2,April,0,0.0,1.04,1.04,192.0,2.3,1.0,1.0,0.52,111.0,Very Large (100+),Low (<5%),1,1,0,0
HC-799,2025-05-30,Quality Control,193,2,1,0.0052,2025,5,2,May,1,0.52,0.52,1.04,193.0,1.7,1.0,0.0,0.0,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-808,2025-06-29,Quality Control,194,1,0,0.0,2025,6,2,June,1,0.52,0.0,0.52,193.0,1.7,1.0,1.0,0.52,111.0,Very Large (100+),,1,0,1,0
HC-817,2025-07-30,Quality Control,198,5,1,0.0051,2025,7,3,July,4,2.02,0.51,2.53,195.0,2.7,0.7,4.0,2.06,111.0,Very Large (100+),Low (<5%),1,1,1,0
HC-826,2025-08-30,Quality Control,200,2,0,0.0,2025,8,3,August,2,1.0,0.0,1.0,197.0,2.7,0.3,2.0,1.01,111.0,Very Large (100+),,1,0,1,0
HC-835,2025-09-29,Quality Control,204,4,0,0.0,2025,9,3,September,4,1.96,0.0,1.96,201.0,3.7,0.3,4.0,2.0,111.0,Very Large (100+),,1,0,1,0
HC-844,2025-10-30,Quality Control,205,1,0,0.0,2025,10,4,October,1,0.49,0.0,0.49,203.0,2.3,0.0,1.0,0.49,111.0,Very Large (100+),,1,0,1,0
HC-9,2018-01-30,Research & Development,6,6,0,0.0,2018,1,1,January,6,100.0,0.0,100.0,6.0,6.0,0.0,,,112.0,Small (<20),,1,0,1,0
HC-18,2018-02-27,Research & Development,8,2,0,0.0,2018,2,1,February,2,25.0,0.0,25.0,7.0,4.0,0.0,2.0,33.33,112.0,Small (<20),,1,0,1,0
HC-27,2018-03-30,Research & Development,11,3,0,0.0,2018,3,1,March,3,27.27,0.0,27.27,8.0,3.7,0.0,3.0,37.5,112.0,Small (<20),,1,0,1,0
HC-36,2018-04-29,Research & Development,12,1,0,0.0,2018,4,2,April,1,8.33,0.0,8.33,10.0,2.0,0.0,1.0,9.09,112.0,Small (<20),,1,0,1,0
HC-45,2018-05-30,Research & Development,15,3,0,0.0,2018,5,2,May,3,20.0,0.0,20.0,13.0,2.3,0.0,3.0,25.0,112.0,Small (<20),,1,0,1,0
HC-54,2018-06-29,Research & Development,15,0,0,0.0,2018,6,2,June,0,0.0,0.0,0.0,14.0,1.3,0.0,0.0,0.0,112.0,Small (<20),,0,0,0,0
HC-63,2018-07-30,Research & Development,19,5,0,0.0,2018,7,3,July,5,26.32,0.0,26.32,16.0,2.7,0.0,4.0,26.67,112.0,Small (<20),,1,0,1,0
HC-72,2018-08-30,Research & Development,22,2,0,0.0,2018,8,3,August,2,9.09,0.0,9.09,19.0,2.3,0.0,3.0,15.79,112.0,Medium (20-50),,1,0,1,0
HC-81,2018-09-29,Research & Development,23,1,0,0.0,2018,9,3,September,1,4.35,0.0,4.35,21.0,2.7,0.0,1.0,4.55,112.0,Medium (20-50),,1,0,1,0
HC-90,2018-10-30,Research & Development,28,5,0,0.0,2018,10,4,October,5,17.86,0.0,17.86,24.0,2.7,0.0,5.0,21.74,112.0,Medium (20-50),,1,0,1,0
HC-99,2018-11-29,Research & Development,31,3,0,0.0,2018,11,4,November,3,9.68,0.0,9.68,27.0,3.0,0.0,3.0,10.71,112.0,Medium (20-50),,1,0,1,0
HC-108,2018-12-30,Research & Development,31,0,0,0.0,2018,12,4,December,0,0.0,0.0,0.0,30.0,2.7,0.0,0.0,0.0,112.0,Medium (20-50),,0,0,0,0
HC-117,2019-01-30,Research & Development,34,4,0,0.0,2019,1,1,January,4,11.76,0.0,11.76,32.0,2.3,0.0,3.0,9.68,112.0,Medium (20-50),,1,0,1,0
HC-126,2019-02-27,Research & Development,37,2,0,0.0,2019,2,1,February,2,5.41,0.0,5.41,34.0,2.0,0.0,3.0,8.82,112.0,Medium (20-50),,1,0,1,0
HC-135,2019-03-30,Research & Development,40,3,0,0.0,2019,3,1,March,3,7.5,0.0,7.5,37.0,3.0,0.0,3.0,8.11,112.0,Medium (20-50),,1,0,1,0
HC-144,2019-04-29,Research & Development,42,2,0,0.0,2019,4,2,April,2,4.76,0.0,4.76,40.0,2.3,0.0,2.0,5.0,112.0,Medium (20-50),,1,0,1,0
HC-153,2019-05-30,Research & Development,44,2,0,0.0,2019,5,2,May,2,4.55,0.0,4.55,42.0,2.3,0.0,2.0,4.76,112.0,Medium (20-50),,1,0,1,0
HC-162,2019-06-29,Research & Development,45,2,0,0.0,2019,6,2,June,2,4.44,0.0,4.44,44.0,2.0,0.0,1.0,2.27,112.0,Medium (20-50),,1,0,1,0
HC-171,2019-07-30,Research & Development,48,2,0,0.0,2019,7,3,July,2,4.17,0.0,4.17,46.0,2.0,0.0,3.0,6.67,112.0,Medium (20-50),,1,0,1,0
HC-180,2019-08-30,Research & Development,49,1,0,0.0,2019,8,3,August,1,2.04,0.0,2.04,47.0,1.7,0.0,1.0,2.08,112.0,Medium (20-50),,1,0,1,0
HC-189,2019-09-29,Research & Development,53,4,0,0.0,2019,9,3,September,4,7.55,0.0,7.55,50.0,2.3,0.0,4.0,8.16,112.0,Large (50-100),,1,0,1,0
HC-198,2019-10-30,Research & Development,55,2,0,0.0,2019,10,4,October,2,3.64,0.0,3.64,52.0,2.3,0.0,2.0,3.77,112.0,Large (50-100),,1,0,1,0
HC-207,2019-11-29,Research & Development,56,1,0,0.0,2019,11,4,November,1,1.79,0.0,1.79,55.0,2.3,0.0,1.0,1.82,112.0,Large (50-100),,1,0,1,0
HC-216,2019-12-30,Research & Development,61,5,0,0.0,2019,12,4,December,5,8.2,0.0,8.2,57.0,2.7,0.0,5.0,8.93,112.0,Large (50-100),,1,0,1,0
HC-225,2020-01-30,Research & Development,64,4,1,0.0156,2020,1,1,January,3,4.69,1.56,6.25,60.0,3.3,0.3,3.0,4.92,112.0,Large (50-100),Low (<5%),1,1,1,0
HC-234,2020-02-28,Research & Development,68,4,0,0.0,2020,2,1,February,4,5.88,0.0,5.88,64.0,4.3,0.3,4.0,6.25,112.0,Large (50-100),,1,0,1,0
HC-243,2020-03-30,Research & Development,67,0,1,0.0149,2020,3,1,March,-1,-1.49,1.49,0.0,66.0,2.7,0.7,-1.0,-1.47,112.0,Large (50-100),Low (<5%),0,1,0,1
HC-252,2020-04-29,Research & Development,67,2,1,0.0149,2020,4,2,April,1,1.49,1.49,2.99,67.0,2.0,0.7,0.0,0.0,112.0,Large (50-100),Low (<5%),1,1,1,0
HC-261,2020-05-30,Research & Development,70,2,0,0.0,2020,5,2,May,2,2.86,0.0,2.86,68.0,1.3,0.7,3.0,4.48,112.0,Large (50-100),,1,0,1,0
HC-270,2020-06-29,Research & Development,70,0,0,0.0,2020,6,2,June,0,0.0,0.0,0.0,69.0,1.3,0.3,0.0,0.0,112.0,Large (50-100),,0,0,0,0
HC-279,2020-07-30,Research & Development,75,5,0,0.0,2020,7,3,July,5,6.67,0.0,6.67,72.0,2.3,0.0,5.0,7.14,112.0,Large (50-100),,1,0,1,0
HC-288,2020-08-30,Research & Development,77,2,0,0.0,2020,8,3,August,2,2.6,0.0,2.6,74.0,2.3,0.0,2.0,2.67,112.0,Large (50-100),,1,0,1,0
HC-297,2020-09-29,Research & Development,79,2,0,0.0,2020,9,3,September,2,2.53,0.0,2.53,77.0,3.0,0.0,2.0,2.6,112.0,Large (50-100),,1,0,1,0
HC-306,2020-10-30,Research & Development,83,4,0,0.0,2020,10,4,October,4,4.82,0.0,4.82,80.0,2.7,0.0,4.0,5.06,112.0,Large (50-100),,1,0,1,0
HC-315,2020-11-29,Research & Development,87,4,0,0.0,2020,11,4,November,4,4.6,0.0,4.6,83.0,3.3,0.0,4.0,4.82,112.0,Large (50-100),,1,0,1,0
HC-324,2020-12-30,Research & Development,89,2,0,0.0,2020,12,4,December,2,2.25,0.0,2.25,86.0,3.3,0.0,2.0,2.3,112.0,Large (50-100),,1,0,1,0
HC-333,2021-01-30,Research & Development,93,4,0,0.0,2021,1,1,January,4,4.3,0.0,4.3,90.0,3.3,0.0,4.0,4.49,112.0,Large (50-100),,1,0,1,0
HC-342,2021-02-27,Research & Development,95,2,0,0.0,2021,2,1,February,2,2.11,0.0,2.11,92.0,2.7,0.0,2.0,2.15,112.0,Large (50-100),,1,0,1,0
HC-351,2021-03-30,Research & Development,97,2,0,0.0,2021,3,1,March,2,2.06,0.0,2.06,95.0,2.7,0.0,2.0,2.11,112.0,Large (50-100),,1,0,1,0
HC-360,2021-04-29,Research & Development,98,1,0,0.0,2021,4,2,April,1,1.02,0.0,1.02,97.0,1.7,0.0,1.0,1.03,112.0,Large (50-100),,1,0,1,0
HC-369,2021-05-30,Research & Development,101,3,0,0.0,2021,5,2,May,3,2.97,0.0,2.97,99.0,2.0,0.0,3.0,3.06,112.0,Very Large (100+),,1,0,1,0
HC-378,2021-06-29,Research & Development,105,4,0,0.0,2021,6,2,June,4,3.81,0.0,3.81,101.0,2.7,0.0,4.0,3.96,112.0,Very Large (100+),,1,0,1,0
HC-387,2021-07-30,Research & Development,107,2,0,0.0,2021,7,3,July,2,1.87,0.0,1.87,104.0,3.0,0.0,2.0,1.9,112.0,Very Large (100+),,1,0,1,0
HC-396,2021-08-30,Research & Development,110,3,0,0.0,2021,8,3,August,3,2.73,0.0,2.73,107.0,3.0,0.0,3.0,2.8,112.0,Very Large (100+),,1,0,1,0
HC-405,2021-09-29,Research & Development,110,0,0,0.0,2021,9,3,September,0,0.0,0.0,0.0,109.0,1.7,0.0,0.0,0.0,112.0,Very Large (100+),,0,0,0,0
HC-414,2021-10-30,Research & Development,114,4,0,0.0,2021,10,4,October,4,3.51,0.0,3.51,111.0,2.3,0.0,4.0,3.64,112.0,Very Large (100+),,1,0,1,0
HC-423,2021-11-29,Research & Development,119,5,0,0.0,2021,11,4,November,5,4.2,0.0,4.2,114.0,3.0,0.0,5.0,4.39,112.0,Very Large (100+),,1,0,1,0
HC-432,2021-12-30,Research & Development,122,4,1,0.0082,2021,12,4,December,3,2.46,0.82,3.28,118.0,4.3,0.3,3.0,2.52,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-441,2022-01-30,Research & Development,125,5,2,0.016,2022,1,1,January,3,2.4,1.6,4.0,122.0,4.7,1.0,3.0,2.46,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-450,2022-02-27,Research & Development,126,2,1,0.0079,2022,2,1,February,1,0.79,0.79,1.59,124.0,3.7,1.3,1.0,0.8,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-459,2022-03-30,Research & Development,128,2,0,0.0,2022,3,1,March,2,1.56,0.0,1.56,126.0,3.0,1.0,2.0,1.59,112.0,Very Large (100+),,1,0,1,0
HC-468,2022-04-29,Research & Development,131,3,0,0.0,2022,4,2,April,3,2.29,0.0,2.29,128.0,2.3,0.3,3.0,2.34,112.0,Very Large (100+),,1,0,1,0
HC-477,2022-05-30,Research & Development,134,3,0,0.0,2022,5,2,May,3,2.24,0.0,2.24,131.0,2.7,0.0,3.0,2.29,112.0,Very Large (100+),,1,0,1,0
HC-486,2022-06-29,Research & Development,137,3,0,0.0,2022,6,2,June,3,2.19,0.0,2.19,134.0,3.0,0.0,3.0,2.24,112.0,Very Large (100+),,1,0,1,0
HC-495,2022-07-30,Research & Development,140,3,0,0.0,2022,7,3,July,3,2.14,0.0,2.14,137.0,3.0,0.0,3.0,2.19,112.0,Very Large (100+),,1,0,1,0
HC-504,2022-08-30,Research & Development,141,2,1,0.0071,2022,8,3,August,1,0.71,0.71,1.42,139.0,2.7,0.3,1.0,0.71,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-513,2022-09-29,Research & Development,143,4,1,0.007,2022,9,3,September,3,2.1,0.7,2.8,141.0,3.0,0.7,2.0,1.42,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-522,2022-10-30,Research & Development,144,1,1,0.0069,2022,10,4,October,0,0.0,0.69,0.69,143.0,2.3,1.0,1.0,0.7,112.0,Very Large (100+),Low (<5%),1,1,0,0
HC-531,2022-11-29,Research & Development,146,2,0,0.0,2022,11,4,November,2,1.37,0.0,1.37,144.0,2.3,0.7,2.0,1.39,112.0,Very Large (100+),,1,0,1,0
HC-540,2022-12-30,Research & Development,146,0,0,0.0,2022,12,4,December,0,0.0,0.0,0.0,145.0,1.0,0.3,0.0,0.0,112.0,Very Large (100+),,0,0,0,0
HC-549,2023-01-30,Research & Development,147,1,0,0.0,2023,1,1,January,1,0.68,0.0,0.68,146.0,1.0,0.0,1.0,0.68,112.0,Very Large (100+),,1,0,1,0
HC-558,2023-02-27,Research & Development,147,0,0,0.0,2023,2,1,February,0,0.0,0.0,0.0,147.0,0.3,0.0,0.0,0.0,112.0,Very Large (100+),,0,0,0,0
HC-567,2023-03-30,Research & Development,150,3,0,0.0,2023,3,1,March,3,2.0,0.0,2.0,148.0,1.3,0.0,3.0,2.04,112.0,Very Large (100+),,1,0,1,0
HC-576,2023-04-29,Research & Development,150,0,0,0.0,2023,4,2,April,0,0.0,0.0,0.0,149.0,1.0,0.0,0.0,0.0,112.0,Very Large (100+),,0,0,0,0
HC-585,2023-05-30,Research & Development,150,0,0,0.0,2023,5,2,May,0,0.0,0.0,0.0,150.0,1.0,0.0,0.0,0.0,112.0,Very Large (100+),,0,0,0,0
HC-594,2023-06-29,Research & Development,151,3,2,0.0132,2023,6,2,June,1,0.66,1.32,1.99,150.0,1.0,0.7,1.0,0.67,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-603,2023-07-30,Research & Development,152,1,0,0.0,2023,7,3,July,1,0.66,0.0,0.66,151.0,1.3,0.7,1.0,0.66,112.0,Very Large (100+),,1,0,1,0
HC-612,2023-08-30,Research & Development,154,2,0,0.0,2023,8,3,August,2,1.3,0.0,1.3,152.0,2.0,0.7,2.0,1.32,112.0,Very Large (100+),,1,0,1,0
HC-621,2023-09-29,Research & Development,157,4,1,0.0064,2023,9,3,September,3,1.91,0.64,2.55,154.0,2.3,0.3,3.0,1.95,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-630,2023-10-30,Research & Development,158,1,0,0.0,2023,10,4,October,1,0.63,0.0,0.63,156.0,2.3,0.3,1.0,0.64,112.0,Very Large (100+),,1,0,1,0
HC-639,2023-11-29,Research & Development,160,3,1,0.0063,2023,11,4,November,2,1.25,0.62,1.88,158.0,2.7,0.7,2.0,1.27,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-648,2023-12-30,Research & Development,161,1,0,0.0,2023,12,4,December,1,0.62,0.0,0.62,160.0,1.7,0.3,1.0,0.62,112.0,Very Large (100+),,1,0,1,0
HC-657,2024-01-30,Research & Development,165,4,0,0.0,2024,1,1,January,4,2.42,0.0,2.42,162.0,2.7,0.3,4.0,2.48,112.0,Very Large (100+),,1,0,1,0
HC-666,2024-02-28,Research & Development,167,2,0,0.0,2024,2,1,February,2,1.2,0.0,1.2,164.0,2.3,0.0,2.0,1.21,112.0,Very Large (100+),,1,0,1,0
HC-675,2024-03-30,Research & Development,171,4,0,0.0,2024,3,1,March,4,2.34,0.0,2.34,168.0,3.3,0.0,4.0,2.4,112.0,Very Large (100+),,1,0,1,0
HC-684,2024-04-29,Research & Development,169,0,2,0.0118,2024,4,2,April,-2,-1.18,1.18,0.0,169.0,2.0,0.7,-2.0,-1.17,112.0,Very Large (100+),Low (<5%),0,1,0,1
HC-693,2024-05-30,Research & Development,169,0,0,0.0,2024,5,2,May,0,0.0,0.0,0.0,170.0,1.3,0.7,0.0,0.0,112.0,Very Large (100+),,0,0,0,0
HC-702,2024-06-29,Research & Development,171,2,0,0.0,2024,6,2,June,2,1.17,0.0,1.17,170.0,0.7,0.7,2.0,1.18,112.0,Very Large (100+),,1,0,1,0
HC-711,2024-07-30,Research & Development,174,5,2,0.0115,2024,7,3,July,3,1.72,1.15,2.87,171.0,2.3,0.7,3.0,1.75,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-720,2024-08-30,Research & Development,177,4,1,0.0056,2024,8,3,August,3,1.69,0.56,2.26,174.0,3.7,1.0,3.0,1.72,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-729,2024-09-29,Research & Development,181,4,0,0.0,2024,9,3,September,4,2.21,0.0,2.21,177.0,4.3,1.0,4.0,2.26,112.0,Very Large (100+),,1,0,1,0
HC-738,2024-10-30,Research & Development,184,4,1,0.0054,2024,10,4,October,3,1.63,0.54,2.17,181.0,4.0,0.7,3.0,1.66,112.0,Very Large (100+),Low (<5%),1,1,1,0
HC-747,2024-11-29,Research & Development,187,3,0,0.0,2024,11,4,November,3,1.6,0.0,1.6,184.0,3.7,0.3,3.0,1.63,112.0,Very Large (100+),,1,0,1,0
HC-756,2024-12-30,Research & Development,190,3,0,0.0,2024,12,4,December,3,1.58,0.0,1.58,187.0,3.3,0.3,3.0,1.6,112.0,Very Large (100+),,1,0,1,0
HC-765,2025-01-30,Research & Development,193,3,0,0.0,2025,1,1,January,3,1.55,0.0,1.55,190.0,3.0,0.0,3.0,1.58,112.0,Very Large (100+),,1,0,1,0
HC-774,2025-02-27,Research & Development,195,2,0,0.0,2025,2,1,February,2,1.03,0.0,1.03,193.0,2.7,0.0,2.0,1.04,112.0,Very Large (100+),,1,0,1,0
HC-783,2025-03-30,Research & Development,197,2,0,0.0,2025,3,1,March,2,1.02,0.0,1.02,195.0,2.3,0.0,2.0,1.03,112.0,Very Large (100+),,1,0,1,0
HC-792,2025-04-29,Research & Development,199,2,0,0.0,2025,4,2,April,2,1.01,0.0,1.01,197.0,2.0,0.0,2.0,1.02,112.0,Very Large (100+),,1,0,1,0
HC-801,2025-05-30,Research & Development,200,1,0,0.0,2025,5,2,May,1,0.5,0.0,0.5,199.0,1.7,0.0,1.0,0.5,112.0,Very Large (100+),,1,0,1,0
HC-810,2025-06-29,Research & Development,201,1,0,0.0,2025,6,2,June,1,0.5,0.0,0.5,200.0,1.3,0.0,1.0,0.5,112.0,Very Large (100+),,1,0,1,0
HC-819,2025-07-30,Research & Development,205,4,0,0.0,2025,7,3,July,4,1.95,0.0,1.95,202.0,2.0,0.0,4.0,1.99,112.0,Very Large (100+),,1,0,1,0
