candidateid,positionid,jobtitle,applicationdate,source,stage,dateatstage,application_year,application_month,application_quarter,application_month_name,application_day_of_week,stage_number,is_applied,is_screened,is_interview1,is_interview2,is_offer,is_hired,is_rejected,is_linkedin,is_indeed,is_referral,is_company_website,is_job_fair,days_in_process,applications_per_position,hires_per_position,rejections_per_position,stage_count,furthest_stage,application_season,recruitment_outcome
CAND-4187,POS-102,Marketing,2025-10-28,Job Fair,Rejected,2025-11-03,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,0,0,0,1,6.0,18,0,10,1,7,Fall,Rejected
CAND-4222,POS-103,Regional Sales,2025-08-31,Employee Referral,Applied,2025-08-31,2025,8,3,August,Sunday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,44,2,7,1,1,Summer,In Progress - Early
CAND-4223,POS-103,Regional Sales,2025-08-31,Job Fair,Rejected,2025-09-04,2025,8,3,August,Sunday,7,0,0,0,0,0,0,1,0,0,0,0,1,4.0,44,2,7,1,7,Summer,Rejected
CAND-4255,POS-103,Regional Sales,2025-08-31,Indeed,Applied,2025-08-31,2025,8,3,August,Sunday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,44,2,7,1,1,Summer,In Progress - Early
CAND-4258,POS-103,Regional Sales,2025-08-31,Indeed,Interview 2,2025-09-11,2025,8,3,August,Sunday,4,0,0,0,1,0,0,0,0,1,0,0,0,11.0,44,2,7,1,4,Summer,In Progress - Advanced
CAND-4261,POS-103,Unknown,2025-09-01,Unknown,Applied,2025-09-01,2025,9,3,September,Monday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4262,POS-103,Regional Sales,2025-09-01,Indeed,Screened,2025-09-06,2025,9,3,September,Monday,2,0,1,0,0,0,0,0,0,1,0,0,0,5.0,44,2,7,1,2,Fall,In Progress - Early
CAND-4264,POS-103,Regional Sales,2025-09-01,Linkedin,Interview 2,2025-09-15,2025,9,3,September,Monday,4,0,0,0,1,0,0,0,1,0,0,0,0,14.0,44,2,7,1,4,Fall,In Progress - Advanced
CAND-4213,POS-103,Regional Sales,2025-09-03,Company Website,Rejected,2025-09-03,2025,9,3,September,Wednesday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,44,2,7,1,7,Fall,Rejected
CAND-4214,POS-103,Regional Sales,2025-09-09,Employee Referral,Applied,2025-09-09,2025,9,3,September,Tuesday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4216,POS-103,Regional Sales,2025-09-09,Employee Referral,Interview 1,2025-09-22,2025,9,3,September,Tuesday,3,0,0,1,0,0,0,0,0,0,1,0,0,13.0,44,2,7,1,3,Fall,In Progress - Advanced
CAND-4217,POS-103,Regional Sales,2025-09-09,Unknown,Interview 2,2025-09-28,2025,9,3,September,Tuesday,4,0,0,0,1,0,0,0,0,0,0,0,0,19.0,44,2,7,1,4,Fall,In Progress - Advanced
CAND-4218,POS-103,Regional Sales,2025-09-09,Job Fair,Unknown,,2025,9,3,September,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,44,2,7,2,5,Fall,Unknown
CAND-4218,POS-103,Regional Sales,2025-09-09,Job Fair,Offer,2025-10-05,2025,9,3,September,Tuesday,5,0,0,0,0,1,0,0,0,0,0,0,1,26.0,44,2,7,2,5,Fall,Offer Stage
CAND-4272,POS-103,Regional Sales,2025-09-21,Employee Referral,Rejected,2025-09-21,2025,9,3,September,Sunday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,44,2,7,1,7,Fall,Rejected
CAND-4244,POS-103,Regional Sales,2025-09-22,Employee Referral,Applied,,2025,9,3,September,Monday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4245,POS-103,Regional Sales,2025-09-22,Employee Referral,Screened,2025-09-27,2025,9,3,September,Monday,2,0,1,0,0,0,0,0,0,0,1,0,0,5.0,44,2,7,1,2,Fall,In Progress - Early
CAND-4247,POS-103,Regional Sales,2025-09-22,Indeed,Unknown,2025-10-06,2025,9,3,September,Monday,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0,44,2,7,1,0,Fall,Unknown
CAND-4248,POS-103,Regional Sales,2025-09-22,Linkedin,Offer,2025-10-12,2025,9,3,September,Monday,5,0,0,0,0,1,0,0,1,0,0,0,0,20.0,44,2,7,1,5,Fall,Offer Stage
CAND-4249,POS-103,Regional Sales,2025-09-22,Job Fair,Hired,2025-10-17,2025,9,3,September,Monday,6,0,0,0,0,0,1,0,0,0,0,0,1,25.0,44,2,7,1,6,Fall,Hired
CAND-4250,POS-103,Regional Sales,2025-09-24,Linkedin,Applied,2025-09-24,2025,9,3,September,Wednesday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4251,POS-103,Regional Sales,2025-09-24,Company Website,Rejected,2025-10-01,2025,9,3,September,Wednesday,7,0,0,0,0,0,0,1,0,0,0,1,0,7.0,44,2,7,1,7,Fall,Rejected
CAND-4270,POS-103,Regional Sales,2025-09-25,Employee Referral,Unknown,,2025,9,3,September,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,44,2,7,1,0,Fall,Unknown
CAND-4271,POS-103,Regional Sales,2025-09-25,Job Fair,Unknown,2025-09-29,2025,9,3,September,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,44,2,7,1,0,Fall,Unknown
CAND-4229,POS-103,Regional Sales,2025-10-06,Linkedin,Applied,2025-10-06,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4230,POS-103,Unknown,2025-10-06,Unknown,Screened,2025-10-13,2025,10,4,October,Monday,2,0,1,0,0,0,0,0,0,0,0,0,0,7.0,44,2,7,1,2,Fall,In Progress - Early
CAND-4232,POS-103,Regional Sales,2025-10-06,Unknown,Interview 2,2025-10-23,2025,10,4,October,Monday,4,0,0,0,1,0,0,0,0,0,0,0,0,17.0,44,2,7,2,4,Fall,In Progress - Advanced
CAND-4232,POS-103,Regional Sales,2025-10-06,Linkedin,Interview 2,2025-10-23,2025,10,4,October,Monday,4,0,0,0,1,0,0,0,1,0,0,0,0,17.0,44,2,7,2,4,Fall,In Progress - Advanced
CAND-4233,POS-103,Regional Sales,2025-10-06,Indeed,Offer,2025-10-30,2025,10,4,October,Monday,5,0,0,0,0,1,0,0,0,1,0,0,0,24.0,44,2,7,1,5,Fall,Offer Stage
CAND-4225,POS-103,Regional Sales,2025-10-16,Unknown,Screened,2025-10-20,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,0,0,0,0,4.0,44,2,7,2,2,Fall,In Progress - Early
CAND-4225,POS-103,Regional Sales,2025-10-16,Linkedin,Screened,2025-10-20,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,1,0,0,0,0,4.0,44,2,7,2,2,Fall,In Progress - Early
CAND-4227,POS-103,Regional Sales,2025-10-16,Unknown,Unknown,2025-10-30,2025,10,4,October,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,44,2,7,1,0,Fall,Unknown
CAND-4221,POS-103,Regional Sales,2025-10-20,Linkedin,Rejected,2025-10-25,2025,10,4,October,Monday,7,0,0,0,0,0,0,1,1,0,0,0,0,5.0,44,2,7,1,7,Fall,Rejected
CAND-4235,POS-103,Regional Sales,2025-10-22,Job Fair,Applied,2025-10-22,2025,10,4,October,Wednesday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4236,POS-103,Regional Sales,2025-10-22,Linkedin,Screened,2025-10-29,2025,10,4,October,Wednesday,2,0,1,0,0,0,0,0,1,0,0,0,0,7.0,44,2,7,2,2,Fall,In Progress - Early
CAND-4236,POS-103,Regional Sales,2025-10-22,Linkedin,Screened,2025-10-29,2025,10,4,October,Wednesday,2,0,1,0,0,0,0,0,1,0,0,0,0,7.0,44,2,7,2,2,Fall,In Progress - Early
CAND-4238,POS-103,Regional Sales,2025-10-24,Employee Referral,Applied,2025-10-24,2025,10,4,October,Friday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4239,POS-103,Regional Sales,2025-10-24,Linkedin,Screened,2025-10-29,2025,10,4,October,Friday,2,0,1,0,0,0,0,0,1,0,0,0,0,5.0,44,2,7,1,2,Fall,In Progress - Early
CAND-4240,POS-103,Regional Sales,2025-10-24,Indeed,Interview 1,2025-11-03,2025,10,4,October,Friday,3,0,0,1,0,0,0,0,0,1,0,0,0,10.0,44,2,7,1,3,Fall,In Progress - Advanced
CAND-4241,POS-103,Regional Sales,2025-10-24,Indeed,Interview 2,2025-11-09,2025,10,4,October,Friday,4,0,0,0,1,0,0,0,0,1,0,0,0,16.0,44,2,7,1,4,Fall,In Progress - Advanced
CAND-4243,POS-103,Regional Sales,2025-10-24,Indeed,Hired,,2025,10,4,October,Friday,6,0,0,0,0,0,1,0,0,1,0,0,0,0.0,44,2,7,1,6,Fall,Hired
CAND-4253,POS-103,Regional Sales,2025-10-24,Job Fair,Applied,2025-10-24,2025,10,4,October,Friday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4254,POS-103,Regional Sales,2025-10-24,Company Website,Rejected,2025-10-26,2025,10,4,October,Friday,7,0,0,0,0,0,0,1,0,0,0,1,0,2.0,44,2,7,1,7,Fall,Rejected
CAND-4266,POS-103,Regional Sales,2025-10-28,Linkedin,Applied,2025-10-28,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,44,2,7,1,1,Fall,In Progress - Early
CAND-4268,POS-103,Regional Sales,2025-10-28,Indeed,Rejected,2025-11-06,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,1,0,0,0,9.0,44,2,7,1,7,Fall,Rejected
CAND-4308,POS-104,It,2025-08-03,Linkedin,Rejected,2025-08-03,2025,8,3,August,Sunday,7,0,0,0,0,0,0,1,1,0,0,0,0,0.0,49,2,10,1,7,Summer,Rejected
CAND-4343,POS-104,It,2025-08-06,Job Fair,Unknown,2025-08-06,2025,8,3,August,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,49,2,10,1,0,Summer,Unknown
CAND-4304,POS-104,It,2025-08-09,Unknown,Applied,2025-08-09,2025,8,3,August,Saturday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,49,2,10,1,1,Summer,In Progress - Early
CAND-4305,POS-104,Unknown,2025-08-09,Employee Referral,Screened,2025-08-12,2025,8,3,August,Saturday,2,0,1,0,0,0,0,0,0,0,1,0,0,3.0,49,2,10,1,2,Summer,In Progress - Early
CAND-4306,POS-104,It,2025-08-09,Employee Referral,Interview 1,2025-08-15,2025,8,3,August,Saturday,3,0,0,1,0,0,0,0,0,0,1,0,0,6.0,49,2,10,1,3,Summer,In Progress - Advanced
CAND-4291,POS-104,It,2025-08-12,Job Fair,Applied,,2025,8,3,August,Tuesday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,49,2,10,1,1,Summer,In Progress - Early
CAND-4294,POS-104,It,2025-08-12,Linkedin,Interview 2,,2025,8,3,August,Tuesday,4,0,0,0,1,0,0,0,1,0,0,0,0,0.0,49,2,10,1,4,Summer,In Progress - Advanced
CAND-4344,POS-104,It,2025-08-18,Employee Referral,Applied,2025-08-18,2025,8,3,August,Monday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,49,2,10,1,1,Summer,In Progress - Early
CAND-4298,POS-104,It,2025-08-23,Linkedin,Applied,2025-08-23,2025,8,3,August,Saturday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,49,2,10,1,1,Summer,In Progress - Early
CAND-4299,POS-104,It,2025-08-23,Employee Referral,Screened,2025-08-30,2025,8,3,August,Saturday,2,0,1,0,0,0,0,0,0,0,1,0,0,7.0,49,2,10,2,2,Summer,In Progress - Early
CAND-4299,POS-104,It,2025-08-23,Employee Referral,Screened,2025-08-30,2025,8,3,August,Saturday,2,0,1,0,0,0,0,0,0,0,1,0,0,7.0,49,2,10,2,2,Summer,In Progress - Early
CAND-4302,POS-104,It,2025-08-23,Employee Referral,Offer,2025-09-13,2025,8,3,August,Saturday,5,0,0,0,0,1,0,0,0,0,1,0,0,21.0,49,2,10,1,5,Summer,Offer Stage
CAND-4337,POS-104,Unknown,2025-08-23,Employee Referral,Rejected,2025-08-23,2025,8,3,August,Saturday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,49,2,10,2,7,Summer,Rejected
CAND-4337,POS-104,It,2025-08-23,Employee Referral,Rejected,2025-08-23,2025,8,3,August,Saturday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,49,2,10,2,7,Summer,Rejected
CAND-4296,POS-104,It,2025-08-24,Linkedin,Applied,2025-08-24,2025,8,3,August,Sunday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,49,2,10,1,1,Summer,In Progress - Early
CAND-4297,POS-104,It,2025-08-24,Employee Referral,Rejected,,2025,8,3,August,Sunday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,49,2,10,1,7,Summer,Rejected
CAND-4324,POS-104,It,2025-08-30,Employee Referral,Screened,2025-09-02,2025,8,3,August,Saturday,2,0,1,0,0,0,0,0,0,0,1,0,0,3.0,49,2,10,1,2,Summer,In Progress - Early
CAND-4325,POS-104,It,2025-08-30,Company Website,Unknown,2025-09-06,2025,8,3,August,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,49,2,10,1,0,Summer,Unknown
CAND-4326,POS-104,It,2025-08-30,Unknown,Interview 2,2025-09-12,2025,8,3,August,Saturday,4,0,0,0,1,0,0,0,0,0,0,0,0,13.0,49,2,10,1,4,Summer,In Progress - Advanced
CAND-4328,POS-104,Unknown,2025-08-30,Company Website,Hired,2025-09-18,2025,8,3,August,Saturday,6,0,0,0,0,0,1,0,0,0,0,1,0,19.0,49,2,10,1,6,Summer,Hired
CAND-4330,POS-104,It,2025-09-03,Linkedin,Rejected,2025-09-08,2025,9,3,September,Wednesday,7,0,0,0,0,0,0,1,1,0,0,0,0,5.0,49,2,10,1,7,Fall,Rejected
CAND-4333,POS-104,It,2025-09-04,Job Fair,Applied,2025-09-04,2025,9,3,September,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,49,2,10,1,1,Fall,In Progress - Early
CAND-4334,POS-104,Unknown,2025-09-04,Indeed,Unknown,,2025,9,3,September,Thursday,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,49,2,10,1,0,Fall,Unknown
CAND-4335,POS-104,It,2025-09-04,Employee Referral,Unknown,2025-09-17,2025,9,3,September,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0,49,2,10,1,0,Fall,Unknown
CAND-4331,POS-104,It,2025-09-14,Employee Referral,Rejected,2025-09-14,2025,9,3,September,Sunday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,49,2,10,1,7,Fall,Rejected
CAND-4321,POS-104,It,2025-09-15,Linkedin,Rejected,,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,1,0,0,0,0,0.0,49,2,10,1,7,Fall,Rejected
CAND-4322,POS-104,It,2025-09-28,Company Website,Rejected,2025-09-28,2025,9,3,September,Sunday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,49,2,10,1,7,Fall,Rejected
CAND-4279,POS-104,It,2025-10-02,Job Fair,Applied,,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,49,2,10,2,1,Fall,In Progress - Early
CAND-4279,POS-104,It,2025-10-02,Job Fair,Applied,2025-10-02,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,49,2,10,2,1,Fall,In Progress - Early
CAND-4281,POS-104,It,2025-10-02,Employee Referral,Interview 1,2025-10-07,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,0,1,0,0,5.0,49,2,10,1,3,Fall,In Progress - Advanced
CAND-4283,POS-104,It,2025-10-02,Indeed,Offer,2025-10-17,2025,10,4,October,Thursday,5,0,0,0,0,1,0,0,0,1,0,0,0,15.0,49,2,10,1,5,Fall,Offer Stage
CAND-4332,POS-104,It,2025-10-03,Employee Referral,Unknown,,2025,10,4,October,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,49,2,10,1,0,Fall,Unknown
CAND-4285,POS-104,It,2025-10-12,Indeed,Applied,,2025,10,4,October,Sunday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,49,2,10,1,1,Fall,In Progress - Early
CAND-4287,POS-104,It,2025-10-12,Indeed,Interview 1,2025-10-20,2025,10,4,October,Sunday,3,0,0,1,0,0,0,0,0,1,0,0,0,8.0,49,2,10,1,3,Fall,In Progress - Advanced
CAND-4289,POS-104,It,2025-10-12,Job Fair,Offer,2025-10-25,2025,10,4,October,Sunday,5,0,0,0,0,1,0,0,0,0,0,0,1,13.0,49,2,10,1,5,Fall,Offer Stage
CAND-4290,POS-104,It,2025-10-12,Linkedin,Hired,2025-10-28,2025,10,4,October,Sunday,6,0,0,0,0,0,1,0,1,0,0,0,0,16.0,49,2,10,1,6,Fall,Hired
CAND-4316,POS-104,It,2025-10-15,Employee Referral,Applied,2025-10-15,2025,10,4,October,Wednesday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,49,2,10,1,1,Fall,In Progress - Early
CAND-4317,POS-104,It,2025-10-15,Indeed,Rejected,2025-10-19,2025,10,4,October,Wednesday,7,0,0,0,0,0,0,1,0,1,0,0,0,4.0,49,2,10,1,7,Fall,Rejected
CAND-4274,POS-104,Unknown,2025-10-16,Linkedin,Applied,2025-10-16,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,49,2,10,1,1,Fall,In Progress - Early
CAND-4275,POS-104,It,2025-10-16,Unknown,Screened,2025-10-18,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,0,0,0,0,2.0,49,2,10,1,2,Fall,In Progress - Early
CAND-4276,POS-104,It,2025-10-16,Company Website,Interview 1,2025-10-21,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,0,0,1,0,5.0,49,2,10,1,3,Fall,In Progress - Advanced
CAND-4277,POS-104,It,2025-10-16,Linkedin,Interview 2,2025-10-23,2025,10,4,October,Thursday,4,0,0,0,1,0,0,0,1,0,0,0,0,7.0,49,2,10,1,4,Fall,In Progress - Advanced
CAND-4278,POS-104,Unknown,2025-10-16,Linkedin,Rejected,,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,1,0,0,0,0,0.0,49,2,10,1,7,Fall,Rejected
CAND-4311,POS-104,It,2025-10-18,Indeed,Interview 1,2025-10-31,2025,10,4,October,Saturday,3,0,0,1,0,0,0,0,0,1,0,0,0,13.0,49,2,10,1,3,Fall,In Progress - Advanced
CAND-4312,POS-104,It,2025-10-18,Unknown,Interview 2,2025-11-05,2025,10,4,October,Saturday,4,0,0,0,1,0,0,0,0,0,0,0,0,18.0,49,2,10,1,4,Fall,In Progress - Advanced
CAND-4313,POS-104,It,2025-10-18,Company Website,Offer,2025-11-09,2025,10,4,October,Saturday,5,0,0,0,0,1,0,0,0,0,0,1,0,22.0,49,2,10,1,5,Fall,Offer Stage
CAND-4340,POS-104,It,2025-10-26,Employee Referral,Applied,2025-10-26,2025,10,4,October,Sunday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,49,2,10,1,1,Fall,In Progress - Early
CAND-4341,POS-104,It,2025-10-26,Employee Referral,Screened,,2025,10,4,October,Sunday,2,0,1,0,0,0,0,0,0,0,1,0,0,0.0,49,2,10,1,2,Fall,In Progress - Early
CAND-4342,POS-104,It,2025-10-26,Linkedin,Unknown,2025-11-03,2025,10,4,October,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,49,2,10,1,0,Fall,Unknown
CAND-4360,POS-105,Operations,2025-09-23,Job Fair,Applied,,2025,9,3,September,Tuesday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,26,2,6,1,1,Fall,In Progress - Early
CAND-4362,POS-105,Operations,2025-09-23,Indeed,Rejected,2025-10-05,2025,9,3,September,Tuesday,7,0,0,0,0,0,0,1,0,1,0,0,0,12.0,26,2,6,1,7,Fall,Rejected
CAND-4383,POS-105,Operations,2025-09-25,Linkedin,Screened,2025-09-29,2025,9,3,September,Thursday,2,0,1,0,0,0,0,0,1,0,0,0,0,4.0,26,2,6,1,2,Fall,In Progress - Early
CAND-4384,POS-105,Operations,2025-09-25,Indeed,Interview 1,2025-10-04,2025,9,3,September,Thursday,3,0,0,1,0,0,0,0,0,1,0,0,0,9.0,26,2,6,1,3,Fall,In Progress - Advanced
CAND-4386,POS-105,Operations,2025-09-25,Unknown,Offer,2025-10-12,2025,9,3,September,Thursday,5,0,0,0,0,1,0,0,0,0,0,0,0,17.0,26,2,6,1,5,Fall,Offer Stage
CAND-4367,POS-105,Operations,2025-09-26,Linkedin,Rejected,2025-09-26,2025,9,3,September,Friday,7,0,0,0,0,0,0,1,1,0,0,0,0,0.0,26,2,6,1,7,Fall,Rejected
CAND-4356,POS-105,Operations,2025-09-27,Linkedin,Applied,2025-09-27,2025,9,3,September,Saturday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,26,2,6,1,1,Fall,In Progress - Early
CAND-4357,POS-105,Unknown,2025-09-27,Linkedin,Unknown,2025-10-04,2025,9,3,September,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,26,2,6,1,0,Fall,Unknown
CAND-4368,POS-105,Operations,2025-09-27,Company Website,Applied,2025-09-27,2025,9,3,September,Saturday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,26,2,6,1,1,Fall,In Progress - Early
CAND-4348,POS-105,Operations,2025-09-29,Indeed,Applied,,2025,9,3,September,Monday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,26,2,6,1,1,Fall,In Progress - Early
CAND-4350,POS-105,Operations,2025-09-29,Indeed,Unknown,2025-10-09,2025,9,3,September,Monday,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0,26,2,6,2,3,Fall,Unknown
CAND-4350,POS-105,Operations,2025-09-29,Indeed,Interview 1,2025-10-09,2025,9,3,September,Monday,3,0,0,1,0,0,0,0,0,1,0,0,0,10.0,26,2,6,2,3,Fall,In Progress - Advanced
CAND-4353,POS-105,Operations,2025-09-29,Unknown,Hired,2025-10-23,2025,9,3,September,Monday,6,0,0,0,0,0,1,0,0,0,0,0,0,24.0,26,2,6,1,6,Fall,Hired
CAND-4370,POS-105,Operations,2025-10-02,Linkedin,Applied,,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,26,2,6,1,1,Fall,In Progress - Early
CAND-4372,POS-105,Operations,2025-10-02,Indeed,Interview 1,2025-10-12,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,1,0,0,0,10.0,26,2,6,1,3,Fall,In Progress - Advanced
CAND-4358,POS-105,Operations,2025-10-06,Unknown,Unknown,2025-10-06,2025,10,4,October,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26,2,6,2,1,Fall,Unknown
CAND-4358,POS-105,Operations,2025-10-06,Linkedin,Applied,2025-10-06,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,26,2,6,2,1,Fall,In Progress - Early
CAND-4388,POS-105,Operations,2025-10-11,Company Website,Unknown,2025-10-11,2025,10,4,October,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,26,2,6,1,0,Fall,Unknown
CAND-4389,POS-105,Operations,2025-10-11,Indeed,Rejected,2025-10-16,2025,10,4,October,Saturday,7,0,0,0,0,0,0,1,0,1,0,0,0,5.0,26,2,6,1,7,Fall,Rejected
CAND-4374,POS-105,Operations,2025-10-13,Indeed,Rejected,2025-10-13,2025,10,4,October,Monday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,26,2,6,1,7,Fall,Rejected
CAND-4377,POS-105,Operations,2025-10-15,Employee Referral,Screened,,2025,10,4,October,Wednesday,2,0,1,0,0,0,0,0,0,0,1,0,0,0.0,26,2,6,1,2,Fall,In Progress - Early
CAND-4379,POS-105,Operations,2025-10-15,Job Fair,Unknown,2025-10-29,2025,10,4,October,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,26,2,6,1,0,Fall,Unknown
CAND-4381,POS-105,Operations,2025-10-15,Company Website,Hired,2025-11-07,2025,10,4,October,Wednesday,6,0,0,0,0,0,1,0,0,0,0,1,0,23.0,26,2,6,1,6,Fall,Hired
CAND-4365,POS-105,Unknown,2025-10-19,Employee Referral,Rejected,2025-11-01,2025,10,4,October,Sunday,7,0,0,0,0,0,0,1,0,0,1,0,0,13.0,26,2,6,1,7,Fall,Rejected
CAND-4354,POS-105,Operations,2025-10-21,Linkedin,Applied,2025-10-21,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,26,2,6,1,1,Fall,In Progress - Early
CAND-4355,POS-105,Unknown,2025-10-21,Employee Referral,Rejected,2025-10-28,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,0,1,0,0,7.0,26,2,6,1,7,Fall,Rejected
CAND-4423,POS-106,Account,2025-07-31,Indeed,Rejected,2025-07-31,2025,7,3,July,Thursday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,28,0,7,1,7,Summer,Rejected
CAND-4424,POS-106,Account,2025-08-04,Job Fair,Applied,2025-08-04,2025,8,3,August,Monday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,28,0,7,1,1,Summer,In Progress - Early
CAND-4408,POS-106,Account,2025-08-06,Company Website,Applied,2025-08-06,2025,8,3,August,Wednesday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,28,0,7,1,1,Summer,In Progress - Early
CAND-4410,POS-106,Account,2025-08-06,Linkedin,Rejected,2025-08-16,2025,8,3,August,Wednesday,7,0,0,0,0,0,0,1,1,0,0,0,0,10.0,28,0,7,1,7,Summer,Rejected
CAND-4399,POS-106,Account,2025-08-15,Job Fair,Screened,2025-08-20,2025,8,3,August,Friday,2,0,1,0,0,0,0,0,0,0,0,0,1,5.0,28,0,7,2,2,Summer,In Progress - Early
CAND-4399,POS-106,Account,2025-08-15,Job Fair,Screened,2025-08-20,2025,8,3,August,Friday,2,0,1,0,0,0,0,0,0,0,0,0,1,5.0,28,0,7,2,2,Summer,In Progress - Early
CAND-4400,POS-106,Account,2025-08-15,Employee Referral,Interview 1,2025-08-26,2025,8,3,August,Friday,3,0,0,1,0,0,0,0,0,0,1,0,0,11.0,28,0,7,1,3,Summer,In Progress - Advanced
CAND-4402,POS-106,Account,2025-08-15,Company Website,Offer,2025-09-03,2025,8,3,August,Friday,5,0,0,0,0,1,0,0,0,0,0,1,0,19.0,28,0,7,1,5,Summer,Offer Stage
CAND-4413,POS-106,Unknown,2025-08-19,Linkedin,Unknown,2025-08-19,2025,8,3,August,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28,0,7,1,0,Summer,Unknown
CAND-4414,POS-106,Account,2025-08-19,Job Fair,Screened,2025-08-26,2025,8,3,August,Tuesday,2,0,1,0,0,0,0,0,0,0,0,0,1,7.0,28,0,7,1,2,Summer,In Progress - Early
CAND-4415,POS-106,Account,2025-08-19,Unknown,Unknown,2025-09-02,2025,8,3,August,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,28,0,7,1,0,Summer,Unknown
