LeaveID,EmployeeID,LeaveType,StartDate,EndDate,Days
" LEAVE-348 "," PNR-1070 ","Maternity/Paternity","2024-03-11","2024-03-11","1"
"LEAVE-349","PNR-1070","Vacation","2025-02-18","2025-02-19","2"
"LEAVE-350","PNR-1070","Personal Leave","2022-06-15","2022-06-17","3"
"LEAVE-351","#N/A","Sick Leave","2023-08-01","2023-08-02","2"
"LEAVE-352","PNR-1071","Personal Leave","2020-12-31","2021-01-02","3"
"LEAVE-353"," PNR-1071 ","Maternity/Paternity","2018-01-06","2018-01-06","1"
"LEAVE-354","PNR-1071","Sick Leave","2024-11-16","2024-11-17","2"
"LEAVE-355","PNR-1071","Vacation","2022-11-20","2022-11-24","5"
"LEAVE-356","PNR-1072","Vacation","2024-01-22","2024-01-26","5"
"LEAVE-357","PNR-1072","Personal Leave","2021-02-16","2021-02-17","2"
"#N/A","PNR-1072","","2022-04-15","2022-04-16","2"
"LEAVE-359"," PNR-1072 ","Personal Leave","2018-07-24","2018-08-02",""
"LEAVE-360"," PNR-1072 ","Vacation","2022-04-12","2022-04-14","3"
"LEAVE-361","PNR-1073","Vacation","2024-07-06","2024-07-07","2"
"LEAVE-362","PNR-1073"," Vacation ","2020-03-05","","1"
"","PNR-1073"," Vacation ","2023-03-21","2023-03-25","5"
"LEAVE-363","PNR-1073","Vacation","2023-03-21","2023-03-25","5"
"LEAVE-365","PNR-1073","Personal Leave","2018-01-16","2018-01-20","5"
"LEAVE-366"," PNR-1074 ","Vacation","2020-02-10","2020-02-14",""
"LEAVE-367","PNR-1074","Vacation","2021-08-03","2021-08-04",""
"LEAVE-368","PNR-1074","Maternity/Paternity","2018-04-11","2018-04-12","2"
"LEAVE-369","PNR-1074","Sick Leave","2021-01-05","2021-01-14","10"
"LEAVE-370","PNR-1074","Maternity/Paternity","2025-02-27","2025-03-08","10"
"LEAVE-371","#N/A","Personal Leave","2021-04-08","2021-04-12","5"
"LEAVE-372","PNR-1075","Vacation","2022-06-19","2022-06-23","5"
"LEAVE-373","PNR-1075","Sick Leave","2021-06-26"," 2021-07-05 ","10"
"LEAVE-374","PNR-1075","Personal Leave","2022-02-24","2022-02-26","3"
"LEAVE-375","PNR-1075","Vacation","2022-07-18","2022-07-19","2"
"LEAVE-376","PNR-1076","Sick Leave","2024-01-23","2024-01-25","3"
"","PNR-1076","Vacation","2020-07-05"," 2020-07-07 ","3"
"LEAVE-378","PNR-1076","#N/A","2020-02-04","2020-02-13","10"
"LEAVE-379","PNR-1076","Maternity/Paternity","2021-03-08","2021-03-17","10"
"LEAVE-379","PNR-1076","Maternity/Paternity","2021-03-08","2021-03-17","10"
"LEAVE-380","PNR-1076","Personal Leave","2019-12-14","2019-12-14","1"
"LEAVE-382","PNR-1077","Personal Leave","2025-07-10","2025-07-11","2"
"LEAVE-383","PNR-1077","Vacation","2020-10-28","2020-10-29",""
"LEAVE-384","PNR-1077","Sick Leave","2025-05-29","2025-06-02","5"
"LEAVE-385","PNR-1077","Personal Leave","2024-09-02","2024-09-04","3"
"LEAVE-386","PNR-1078","Vacation","2021-10-28","2021-10-30","3"
"LEAVE-387","PNR-1078","Sick Leave","2024-05-06","2024-05-08","3"
"LEAVE-388","PNR-1078","Sick Leave"," 2018-09-08 ","2018-09-17","10"
"LEAVE-389","PNR-1078","Maternity/Paternity","2023-07-08","2023-07-12","5"
"LEAVE-390"," PNR-1078 ","Vacation","2021-10-10","2021-10-14","5"
"LEAVE-391","PNR-1079","Maternity/Paternity","2022-11-21"," 2022-11-23 ","3"
"LEAVE-392","PNR-1079","Personal Leave","2024-05-15","2024-05-24","10"
"LEAVE-393","PNR-1079","Personal Leave","2018-07-10","2018-07-19","10"
"LEAVE-394","PNR-1079","Personal Leave","2023-01-16","2023-01-16","1"
"LEAVE-395","PNR-1079","Personal Leave","2024-12-04","2024-12-13","10"
"LEAVE-396","PNR-1080","Maternity/Paternity","2020-07-19","2020-07-23","5"
"LEAVE-397","PNR-1080","Vacation","2022-09-25","2022-09-27","3"
"LEAVE-398","PNR-1080","Maternity/Paternity","2024-06-03","2024-06-07","5"
" LEAVE-399 ","PNR-1080","Personal Leave","2020-11-25","2020-11-27","3"
"LEAVE-400","PNR-1080","Maternity/Paternity","2019-11-13"," 2019-11-13 ","1"
"LEAVE-401","PNR-1081","Sick Leave","2018-07-22","2018-07-26","5"
"LEAVE-402","PNR-1081","Maternity/Paternity","2021-06-04","2021-06-13","10"
"LEAVE-403","#N/A","Vacation","2019-03-12","2019-03-12","1"
"LEAVE-404","PNR-1081","Vacation","2023-08-24","2023-08-28","5"
" LEAVE-405 "," PNR-1081 ","Vacation","2018-02-15","2018-02-15","1"
"LEAVE-406","PNR-1082","Vacation","2022-03-25","2022-04-03","10"
"LEAVE-407","PNR-1082","Vacation","2025-05-01","2025-05-02","2"
"","PNR-1082","Sick Leave","2018-05-30","#N/A","3"
"","PNR-1082","Vacation","2025-01-31","2025-02-02","3"
"LEAVE-410","PNR-1082","Sick Leave","2019-11-16"," 2019-11-16 ","1"
"LEAVE-411","PNR-1083","Maternity/Paternity","2022-04-16","2022-04-18","3"
"LEAVE-412"," PNR-1083 ","Maternity/Paternity","2018-12-03","2018-12-03","1"
"LEAVE-413","PNR-1083","Sick Leave","2018-03-11","2018-03-11","1"
"LEAVE-414","PNR-1083","Maternity/Paternity","2023-04-13","2023-04-17","5"
"LEAVE-415","PNR-1083","Sick Leave","2019-10-11","2019-10-20","10"
"LEAVE-416","PNR-1084","Sick Leave","","2021-04-21","3"
"LEAVE-417","PNR-1084","Vacation","2024-12-13","2024-12-17","5"
"LEAVE-418","PNR-1084","Maternity/Paternity","2024-07-22","2024-07-22","1"
"","PNR-1084","Vacation","2021-11-27","2021-11-27","1"
" LEAVE-420 ","PNR-1084","Sick Leave","2020-07-15","2020-07-16","2"
"LEAVE-421","PNR-1085","Maternity/Paternity","2021-09-12","2021-09-21","10"
"LEAVE-422","PNR-1085","Vacation","2023-10-11","2023-10-13","3"
"LEAVE-423","PNR-1085","Personal Leave"," 2021-03-22 ","2021-03-26","5"
"LEAVE-424","PNR-1085","Sick Leave","2023-04-07","2023-04-11",""
"LEAVE-425"," PNR-1085 ","Maternity/Paternity","2022-03-31","2022-04-09","10"
"LEAVE-426","PNR-1086","Maternity/Paternity","2020-12-25","2021-01-03","10"
"LEAVE-427","PNR-1086","Personal Leave","2023-01-15","2023-01-17","3"
"LEAVE-427","PNR-1086","Personal Leave","2023-01-15","2023-01-17","3"
"LEAVE-429","PNR-1086","Vacation","2023-04-08","2023-04-09","2"
"LEAVE-430","PNR-1086","Sick Leave","2022-05-04","2022-05-04","1"
"LEAVE-431","PNR-1087","Maternity/Paternity","2022-12-31","2022-12-31","1"
"LEAVE-431","PNR-1087","Maternity/Paternity","2022-12-31","2022-12-31","1"
"LEAVE-433","PNR-1087","","","2024-07-02","5"
"LEAVE-434","","Maternity/Paternity","2020-06-27","2020-07-01","5"
"LEAVE-434","PNR-1087","Maternity/Paternity","2020-06-27","2020-07-01","5"
"LEAVE-436","PNR-1088","Sick Leave","2018-03-29","2018-04-02","5"
"LEAVE-437","","Maternity/Paternity"," 2023-02-26 ","2023-03-07","10"
"LEAVE-438"," PNR-1088 ","Sick Leave","2020-06-24","2020-06-25","2"
"LEAVE-439","PNR-1088","Vacation","2022-08-24","2022-08-24","1"
"LEAVE-440","PNR-1088","Vacation","2020-12-15","2020-12-24","10"
"LEAVE-441","","Personal Leave","2023-12-18","2023-12-18","1"
"LEAVE-442","PNR-1089","Sick Leave","2019-03-17","2019-03-26","10"
"LEAVE-443","PNR-1089","Sick Leave","2023-04-28","2023-04-30","3"
"LEAVE-444","PNR-1089","Personal Leave","2024-09-14","2024-09-15","2"
"LEAVE-445","PNR-1089","Personal Leave","2022-07-26","2022-07-27","2"
"LEAVE-446","PNR-1090","Sick Leave","2025-05-30","2025-05-31","2"
"LEAVE-447","PNR-1090","Sick Leave","2020-06-19","2020-06-23",""
"LEAVE-448","PNR-1090","Sick Leave","2022-05-10","2022-05-19","10"
"LEAVE-449","","Sick Leave","2019-06-27","2019-07-06","10"
"LEAVE-450"," PNR-1090 ","Vacation","2018-02-27","2018-02-28","2"
"LEAVE-451","PNR-1091","Personal Leave","2024-07-04","2024-07-05","2"
" LEAVE-452 ","PNR-1091","Maternity/Paternity","2025-03-16","2025-03-25","10"
"LEAVE-453","PNR-1091","Sick Leave","2023-05-08","2023-05-10","3"
"LEAVE-454","PNR-1091","Sick Leave","2022-02-02","2022-02-06","5"
"LEAVE-455","PNR-1091","Sick Leave","2020-12-05","2020-12-06","2"
"LEAVE-456","PNR-1092","Maternity/Paternity","2019-03-25","2019-03-29","5"
"LEAVE-457","PNR-1092","Sick Leave","2018-07-28","2018-08-06","10"
"LEAVE-458","PNR-1092","Sick Leave","2022-12-09","2022-12-09","1"
"LEAVE-459","PNR-1092","Maternity/Paternity","2020-11-19","2020-11-28","10"
"LEAVE-460","PNR-1092","Sick Leave","","2022-06-25","3"
"LEAVE-461"," PNR-1093 ","Sick Leave","2022-04-13","2022-04-14","2"
"LEAVE-462","PNR-1093","Vacation","2020-12-29","2020-12-29","1"
" LEAVE-463 ","PNR-1093","Maternity/Paternity"," 2024-03-25 ","#N/A","10"
"LEAVE-464"," PNR-1093 ","Personal Leave","2018-04-14","2018-04-23","10"
"LEAVE-465","PNR-1093","Sick Leave","2020-08-14","2020-08-16","3"
"LEAVE-466","PNR-1094"," Sick Leave ","2018-08-11","2018-08-12","2"
"LEAVE-467","PNR-1094","Maternity/Paternity","2024-05-04","2024-05-13","10"
"LEAVE-468","PNR-1094","Sick Leave","2023-08-08","2023-08-08","1"
" LEAVE-469 ","PNR-1094","Personal Leave","2024-07-23","2024-07-25","3"
" LEAVE-470 ","PNR-1094","Sick Leave","2020-02-26","2020-02-28","3"
"LEAVE-471","PNR-1095","Vacation","2025-01-23","2025-01-23","1"
"LEAVE-472","PNR-1095","Sick Leave","2021-03-05","","10"
" LEAVE-473 ","PNR-1095","Sick Leave","2025-06-04","2025-06-13","10"
"LEAVE-474","","Personal Leave","2022-04-11","2022-04-15","5"
"LEAVE-475","PNR-1095"," Maternity/Paternity ","2022-11-22","2022-11-23","2"
"LEAVE-475","PNR-1095","Maternity/Paternity","2022-11-22","2022-11-23","2"
"LEAVE-477","PNR-1096","Sick Leave","2023-09-22","2023-09-24","3"
"LEAVE-478"," PNR-1096 ","Sick Leave","2019-10-06","2019-10-10","5"
"LEAVE-479","PNR-1096","Personal Leave","2019-06-09","2019-06-11","3"
"LEAVE-480","PNR-1096","Maternity/Paternity","2025-01-15","2025-01-15","1"
"LEAVE-481","PNR-1097","Personal Leave","2019-03-07","2019-03-09","3"
"LEAVE-482","PNR-1097","Vacation","2021-08-30"," 2021-08-30 ","1"
"LEAVE-483","PNR-1097","Maternity/Paternity","2020-03-04","2020-03-13","10"
"LEAVE-484","PNR-1097","Vacation"," 2021-03-17 ","2021-03-19","3"
"LEAVE-485","PNR-1097","Sick Leave","2020-01-05","2020-01-06","2"
"LEAVE-486","PNR-1098","Sick Leave","2024-06-22","2024-06-26","5"
"LEAVE-487","PNR-1098","Personal Leave","2025-08-03","2025-08-07","5"
"LEAVE-488","PNR-1098","Vacation","2024-01-26","2024-01-28","3"
"LEAVE-489","PNR-1098","Maternity/Paternity"," 2021-06-24 ","2021-06-28","5"
"LEAVE-490","PNR-1098","Maternity/Paternity","2019-01-16","2019-01-25","10"
"LEAVE-491","PNR-1099","Vacation","2023-08-28","2023-08-30","3"
"LEAVE-491","PNR-1099","Vacation","2023-08-28","2023-08-30","3"
"LEAVE-492","PNR-1099","Vacation","2022-03-11","2022-03-11","1"
" LEAVE-494 ","PNR-1099","Sick Leave","2023-08-27","2023-08-29","3"
"LEAVE-495","PNR-1099","Vacation","2022-02-23","2022-02-24","2"
"LEAVE-496","PNR-1100","Maternity/Paternity","2022-04-27"," 2022-04-28 ","2"
"LEAVE-497","PNR-1100","Vacation","2021-07-30","2021-07-30",""
"LEAVE-498"," PNR-1100 ","Personal Leave","2025-10-04"," 2025-10-04 ","1"
"LEAVE-499","PNR-1100","Sick Leave","2023-10-24","2023-10-26","3"
" LEAVE-500 ","PNR-1100","Vacation","2019-05-11","2019-05-15","5"
"LEAVE-501","PNR-1101","Vacation","2018-04-19","2018-04-21","3"
"LEAVE-502","PNR-1101","Vacation","2019-04-29","2019-04-29","1"
"LEAVE-503","PNR-1101","Vacation","2022-09-07","2022-09-09","3"
"LEAVE-504","PNR-1101","Maternity/Paternity","2021-01-19","2021-01-28","10"
"LEAVE-505","","Maternity/Paternity","2025-02-12","2025-02-21","10"
"LEAVE-506","#N/A","Vacation","2025-03-20","2025-03-22","3"
"LEAVE-507","PNR-1102","Maternity/Paternity","2020-01-14","2020-01-15","2"
"LEAVE-508","PNR-1102","Sick Leave","2023-02-21","2023-02-25","5"
"LEAVE-509","PNR-1102","Maternity/Paternity","2019-04-03","2019-04-05",""
"LEAVE-510","PNR-1102","Personal Leave","2025-01-28","2025-01-28","1"
"LEAVE-511","PNR-1103","Personal Leave","2023-06-16","#N/A","3"
"LEAVE-512","PNR-1103"," Sick Leave ","2020-12-04","2020-12-05","2"
" LEAVE-513 ","PNR-1103","Sick Leave","2022-04-22","2022-04-26","5"
"LEAVE-514","PNR-1103","Sick Leave","2019-03-30","2019-04-03","5"
"LEAVE-515","PNR-1103","Maternity/Paternity","2022-09-09","2022-09-13","5"
"LEAVE-516","PNR-1104","Vacation","2020-03-22","2020-03-31","10"
"LEAVE-517","PNR-1104","Maternity/Paternity","2020-05-08","2020-05-09","2"
"LEAVE-518","PNR-1104","Personal Leave","2023-07-10","","10"
"LEAVE-519","PNR-1104","Sick Leave","2018-12-12","2018-12-13","2"
"LEAVE-520","PNR-1104","Sick Leave","2023-06-26","2023-06-28","3"
"LEAVE-521","PNR-1105","Sick Leave","2024-09-23","2024-09-25","3"
"LEAVE-522","PNR-1105","Personal Leave","2018-09-28","2018-10-02","5"
"LEAVE-523","PNR-1105","Maternity/Paternity","2025-06-25","2025-06-29","5"
"LEAVE-524","PNR-1105","Personal Leave","2019-05-19","2019-05-21","3"
"LEAVE-525","PNR-1105","Maternity/Paternity","2025-06-18","2025-06-20","3"
"LEAVE-526","PNR-1106","Sick Leave","2019-08-09","2019-08-13","5"
"LEAVE-527","PNR-1106","Maternity/Paternity","2023-07-16","2023-07-25","10"
"LEAVE-528","PNR-1106","Personal Leave","2020-04-14","2020-04-23","10"
"LEAVE-529","PNR-1106","Maternity/Paternity","2021-10-09","2021-10-11","3"
"LEAVE-530"," PNR-1106 ","Maternity/Paternity","2023-05-17","2023-05-18","2"
"LEAVE-531","PNR-1107","Sick Leave","2024-07-20","2024-07-20","1"
"LEAVE-532","PNR-1107","Personal Leave","2021-01-19","","10"
" LEAVE-533 ","PNR-1107","Vacation","2019-02-21","2019-02-21","1"
"LEAVE-534","PNR-1107","Vacation","2023-04-07","2023-04-08","2"
"LEAVE-535","PNR-1107","Sick Leave","2023-02-23","2023-02-25","3"
"LEAVE-536","PNR-1108","Sick Leave","2019-09-20","2019-09-24","5"
"LEAVE-537","PNR-1108","Maternity/Paternity","2024-04-12","2024-04-14","3"
"LEAVE-538","PNR-1108","Vacation","2020-10-27","2020-10-31","5"
" LEAVE-539 ","PNR-1108","Maternity/Paternity"," 2021-03-05 "," 2021-03-06 ","2"
"LEAVE-540","PNR-1108","Sick Leave","2023-10-09","2023-10-10","2"
"LEAVE-541","PNR-1109","Maternity/Paternity","2018-02-08","2018-02-10","3"
"","PNR-1109","","2021-12-29","2021-12-31","3"
" LEAVE-543 ","PNR-1109","Personal Leave","2020-05-23","2020-05-25","3"
"LEAVE-544","PNR-1109","Maternity/Paternity","2021-01-06","2021-01-15","10"
"LEAVE-545","PNR-1109","Maternity/Paternity","2022-03-11","2022-03-11","1"
"LEAVE-546","PNR-1110","Sick Leave","2024-03-06","2024-03-08","3"
" LEAVE-547 ","PNR-1110","Sick Leave","2021-09-09","2021-09-10","2"
"LEAVE-548","PNR-1110","","2025-03-04","2025-03-05","2"
"LEAVE-549","PNR-1110","Vacation","2021-04-06","2021-04-06","1"
" LEAVE-550 ","PNR-1110","Vacation","","2022-04-26","5"
"LEAVE-551","PNR-1111"," Vacation "," 2022-05-13 ","2022-05-17","5"
"","PNR-1111","Vacation"," 2020-06-10 ","2020-06-14","5"
"LEAVE-553"," PNR-1111 ","Sick Leave","2020-01-28","","5"
"LEAVE-554","PNR-1111","Vacation","2025-09-09","2025-09-13","5"
"LEAVE-555","PNR-1111","Maternity/Paternity","2018-08-06","2018-08-15","10"
"","","Maternity/Paternity","2021-02-19","2021-02-19","1"
"LEAVE-557","PNR-1112","","2020-07-10","2020-07-14","5"
"LEAVE-558","PNR-1112","Sick Leave","2025-03-19","2025-03-19","1"
"LEAVE-558","PNR-1112","Sick Leave","2025-03-19","2025-03-19","1"
"LEAVE-560","PNR-1112"," Sick Leave ","2024-01-22","2024-01-24","3"
"LEAVE-561","PNR-1113","Sick Leave","2018-12-28","2019-01-01","5"
"LEAVE-562","PNR-1113","Vacation","2022-12-15","2022-12-17","3"
"LEAVE-563","PNR-1113","Maternity/Paternity","2020-03-08","2020-03-09","2"
"LEAVE-564","PNR-1113","Sick Leave","2025-01-18"," 2025-01-27 ","10"
"LEAVE-565","PNR-1113","Maternity/Paternity","2020-07-20","2020-07-20","1"
"LEAVE-566","#N/A","Vacation","2020-05-16","#N/A","10"
"LEAVE-567","PNR-1114","Maternity/Paternity","2022-01-30","2022-02-08","10"
"LEAVE-568","PNR-1114"," Sick Leave "," 2021-10-06 ","2021-10-10","5"
"LEAVE-569","PNR-1114","#N/A","2022-12-24","2023-01-02","10"
"LEAVE-570","PNR-1114","","2024-10-23","2024-11-01","10"
"LEAVE-571","PNR-1115","Vacation","2023-07-06"," 2023-07-08 ","3"
"LEAVE-572","PNR-1115"," Sick Leave ","2024-04-15","2024-04-16","2"
" LEAVE-573 ","","Personal Leave","2025-08-21","2025-08-21","1"
"LEAVE-574","PNR-1115","Personal Leave","2019-05-11","","3"
"LEAVE-575","PNR-1115","Personal Leave","2024-04-08","2024-04-08","1"
"LEAVE-575","PNR-1115","Personal Leave","2024-04-08","2024-04-08","1"
"LEAVE-577","PNR-1116","Maternity/Paternity","2018-10-14","2018-10-23","10"
"LEAVE-578","PNR-1116","Vacation","2018-10-04","2018-10-06","3"
"LEAVE-579","PNR-1116","Maternity/Paternity","2023-02-16","2023-02-25","10"
"LEAVE-580","PNR-1116","Sick Leave"," 2023-08-14 ","2023-08-14","1"
"LEAVE-580","PNR-1116","Sick Leave","2023-08-14","2023-08-14","1"
"LEAVE-582","PNR-1117","Sick Leave","2020-01-03","2020-01-05","3"
"LEAVE-583","PNR-1117","Vacation","2023-03-30","2023-04-01","3"
"LEAVE-584","PNR-1117","Maternity/Paternity","2020-07-01","2020-07-10","10"
"LEAVE-585","PNR-1117","Vacation","2023-10-21","2023-10-21","1"
"LEAVE-586","PNR-1118","","2022-07-10","2022-07-12","3"
"LEAVE-587","PNR-1118","Sick Leave","2022-07-12","2022-07-21","10"
"LEAVE-588","PNR-1118","Sick Leave","2022-03-09","2022-03-09","1"
"LEAVE-589","PNR-1118","Personal Leave","2025-01-04","2025-01-06","3"
"LEAVE-590","PNR-1118","Sick Leave","2019-01-31","2019-02-01","2"
"LEAVE-591","PNR-1119","","2018-07-20","2018-07-20","1"
"LEAVE-592","#N/A","Personal Leave","2025-05-30","2025-06-03","5"
"LEAVE-593"," PNR-1119 ","Sick Leave","2018-04-26","#N/A","3"
"LEAVE-594","PNR-1119","Sick Leave","2020-03-18","2020-03-27","10"
"LEAVE-595"," PNR-1119 ","Personal Leave","2018-05-06","2018-05-15","10"
"LEAVE-596","PNR-1120","Vacation","2022-03-11","2022-03-20","10"
" LEAVE-597 ","PNR-1120","Vacation","2022-01-01","2022-01-02","2"
"LEAVE-598","PNR-1120","Sick Leave","2023-03-10","2023-03-11","2"
"LEAVE-599","PNR-1120","Maternity/Paternity","2020-12-03","2020-12-12","10"
"LEAVE-600","PNR-1120","Sick Leave","2021-08-04","2021-08-04",""
"LEAVE-601","PNR-1121","Personal Leave"," 2021-05-18 ","2021-05-19",""
"LEAVE-602","PNR-1121","Sick Leave","2022-03-16","2022-03-25","10"
"LEAVE-603","PNR-1121","Personal Leave","","2020-10-03","1"
"LEAVE-604","PNR-1121","Personal Leave"," 2025-05-28 ","2025-06-06","10"
" LEAVE-605 ","PNR-1121","Vacation","2021-05-08","2021-05-08","1"
"LEAVE-606","PNR-1122","Personal Leave","2021-06-12","2021-06-14","3"
"LEAVE-607","PNR-1122","Sick Leave","2018-05-26","2018-05-28","3"
"LEAVE-608","PNR-1122","Maternity/Paternity","2022-05-15","2022-05-17","3"
"LEAVE-608","PNR-1122","Maternity/Paternity","2022-05-15","2022-05-17","3"
"LEAVE-610","PNR-1122","Maternity/Paternity","2020-01-19"," 2020-01-19 ","1"
"LEAVE-611","PNR-1123","Personal Leave","2018-04-30","2018-05-09","10"
"LEAVE-612","PNR-1123","Personal Leave"," 2022-02-23 ","2022-02-25",""
"LEAVE-613","PNR-1123","Sick Leave","2022-10-19","","5"
"LEAVE-614","PNR-1123","Sick Leave","2024-08-16","2024-08-17","2"
"LEAVE-615","PNR-1123","Sick Leave","2018-05-08","2018-05-12","5"
" LEAVE-616 ","PNR-1124"," Maternity/Paternity ","2025-08-22","2025-08-31","10"
"LEAVE-616","PNR-1124","Maternity/Paternity","2025-08-22","2025-08-31","10"
"","PNR-1124","Maternity/Paternity","2023-07-16","2023-07-25","10"
"LEAVE-619","PNR-1124","","2024-05-07","2024-05-09","3"
"LEAVE-620","PNR-1124","Sick Leave","2023-10-09","2023-10-09","1"
"LEAVE-621","PNR-1125","Sick Leave","2018-08-11","2018-08-11","1"
"LEAVE-622","PNR-1125","Maternity/Paternity","2020-09-08","2020-09-09","2"
"LEAVE-623","PNR-1125","","2023-04-08","2023-04-17","10"
"LEAVE-623","PNR-1125","Vacation","2023-04-08","2023-04-17","10"
"LEAVE-625","PNR-1125"," Sick Leave ","2024-02-18","2024-02-22","5"
"LEAVE-625","PNR-1125","Sick Leave","2024-02-18","2024-02-22","5"
"LEAVE-627","PNR-1126","Sick Leave","2022-08-11","2022-08-15","5"
"LEAVE-628","PNR-1126","Vacation","2018-05-18","2018-05-22","5"
"LEAVE-629","PNR-1126","Vacation","2025-06-10","2025-06-10","1"
"LEAVE-630","PNR-1126","Sick Leave","2020-05-04","2020-05-13","10"
"LEAVE-631","PNR-1127","Personal Leave","2019-12-30","2020-01-01","3"
"LEAVE-632","PNR-1127","Vacation"," 2019-05-07 ","","3"
"LEAVE-633","PNR-1127"," Personal Leave ","2019-04-28","2019-04-30","3"
"LEAVE-634","PNR-1127","Personal Leave","2022-04-07","2022-04-16","10"
"LEAVE-635","","Maternity/Paternity","2024-03-12","2024-03-21","10"
"LEAVE-636","PNR-1128","Sick Leave","2018-08-27","2018-09-05","10"
"LEAVE-637","PNR-1128","#N/A","2018-12-07","2018-12-08","2"
"LEAVE-638"," PNR-1128 ","Sick Leave","2020-12-18"," 2020-12-19 ","2"
"LEAVE-639","PNR-1128","Sick Leave","2024-01-03","2024-01-03","1"
"LEAVE-640","PNR-1128","","2019-02-04","2019-02-06","3"
"LEAVE-641","PNR-1129","Sick Leave","#N/A","2024-05-29","5"
"LEAVE-642","PNR-1129","Personal Leave","2023-01-06","2023-01-15","10"
"LEAVE-643","PNR-1129","Sick Leave","2020-05-16","2020-05-20","5"
"LEAVE-644","PNR-1129","Maternity/Paternity"," 2021-06-30 ","2021-07-01","2"
"LEAVE-645","PNR-1129","Personal Leave","2024-03-18"," 2024-03-19 ","2"
"LEAVE-646","PNR-1130","Maternity/Paternity","2025-09-01","2025-09-01","1"
"LEAVE-647","PNR-1130","Maternity/Paternity","2025-05-05","2025-05-14",""
"LEAVE-648","PNR-1130","Maternity/Paternity",""," 2024-11-01 ","1"
"LEAVE-649","PNR-1130","Vacation","2022-10-18","2022-10-19","2"
"LEAVE-650","PNR-1130","Vacation","2018-12-06","2018-12-06","1"
"LEAVE-651","PNR-1131"," Vacation ","2019-03-17","2019-03-17","1"
"LEAVE-652","PNR-1131","Personal Leave","2018-11-22","2018-11-26","5"
"LEAVE-652","PNR-1131","Personal Leave","2018-11-22","2018-11-26","5"
"LEAVE-654","PNR-1131","Maternity/Paternity","2022-02-08","2022-02-08","1"
" LEAVE-655 "," PNR-1131 ","Sick Leave","2022-01-28","2022-01-28","1"
"LEAVE-656","PNR-1132","Sick Leave","2018-10-13","2018-10-13","1"
"LEAVE-657","PNR-1132","Maternity/Paternity"," 2022-09-18 ","2022-09-20","3"
" LEAVE-658 ","PNR-1132","Vacation","2022-01-23","2022-02-01","10"
"LEAVE-659","PNR-1132","Maternity/Paternity","2018-05-28","2018-05-29","2"
"LEAVE-660","PNR-1132","Sick Leave","2021-08-25","2021-08-26","2"
"LEAVE-660","PNR-1132","Sick Leave","2021-08-25","2021-08-26","2"
"LEAVE-662","PNR-1133","Sick Leave","2019-10-05"," 2019-10-05 ","1"
"LEAVE-663","PNR-1133","Personal Leave","2021-03-17","2021-03-21","5"
"LEAVE-664","PNR-1133","Maternity/Paternity","2018-04-20","2018-04-21","2"
