CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
"CAND-346","POS-10","QC","2025-10-24","Job Fair","Interview 1","2025-11-04"
"","POS-10"," QC ","2025-10-24","Company Website","Rejected","2025-11-10"
"CAND-348","POS-10","QC","2025-10-20","LinkedIn","Applied"," 2025-10-20 "
"CAND-349","POS-10","QC","2025-10-20","#N/A","Screened","2025-10-26"
"CAND-350","POS-10","#N/A","2025-10-20","Job Fair","Interview 1","2025-10-30"
"#N/A"," POS-10 ","QC","2025-10-20","LinkedIn","Rejected","2025-11-01"
"CAND-352","POS-10","QC","2025-10-20","Employee Referral","Rejected","2025-10-20"
""," POS-10 ","QC","2025-10-20","LinkedIn","Applied",""
"CAND-353","POS-10","QC","2025-10-20","LinkedIn","Applied","2025-10-20"
"CAND-355","POS-10",""," 2025-10-20 ","Employee Referral","Interview 1","2025-10-27"
"CAND-356"," POS-10 ","#N/A","2025-10-20","Indeed","Interview 2","2025-11-01"
"CAND-357","POS-10","QC","2025-10-20","Job Fair"," Offer ","2025-11-03"
"CAND-358"," POS-10 ","QC","2025-10-20","Employee Referral","Hired","2025-11-07"
"CAND-359","POS-10","QC","2025-10-20","Employee Referral","Applied",""
" CAND-360 "," POS-10 ","","2025-10-20"," LinkedIn "," Screened ","2025-10-27"
"CAND-360","POS-10","QC","2025-10-20","LinkedIn","Screened","2025-10-27"
"","POS-10","QC","2025-10-20","Indeed","Interview 2","2025-11-02"
"CAND-363","POS-10","QC","2025-10-20","","Offer",""
"CAND-364","POS-10","QC"," 2025-10-20 ","Company Website","Hired","2025-11-16"
"CAND-364","POS-10","QC","2025-10-20","Company Website","Hired","2025-11-16"
"CAND-366","POS-10"," QC ","2025-10-04","Company Website",""," 2025-10-08 "
"CAND-366","POS-10","QC","2025-10-04","Company Website","Rejected","2025-10-08"
"CAND-367","POS-10","QC","2025-09-08","Indeed","Applied","2025-09-08"
"CAND-369","POS-10"," QC ","2025-09-08","#N/A","Interview 1","2025-09-17"
"CAND-370","POS-10","QC","2025-09-08","LinkedIn","Rejected","2025-09-22"
"CAND-370","POS-10","QC","2025-09-08","LinkedIn","Rejected","2025-09-22"
"CAND-372"," POS-10 "," QC ","2025-09-10"," Job Fair ","Screened","2025-09-12"
"","POS-10","QC","2025-09-10",""," Interview 1 ","2025-09-19"
"CAND-374","POS-10","QC","2025-09-10","Employee Referral","Interview 2","2025-09-25"
"CAND-374","POS-10","QC","2025-09-10","Employee Referral","Interview 2","2025-09-25"
"CAND-376","POS-10","","2025-09-10","Indeed"," Hired ","2025-10-07"
"CAND-377","POS-10","QC","2025-09-10","Indeed","Applied"," 2025-09-10 "
"CAND-378","","QC","2025-09-10","Job Fair","Screened",""
"CAND-378","POS-10","QC","2025-09-10","Job Fair","Screened","2025-09-16"
"CAND-380","#N/A","QC","2025-09-10","#N/A","Interview 2","2025-09-28"
"","POS-10","#N/A"," 2025-09-10 ","Job Fair","Offer",""
""," POS-10 "," QC ","2025-09-10","Employee Referral","Hired","2025-10-08"
"CAND-383"," POS-11 ","Research","","Job Fair","Rejected","2025-10-07"
"CAND-384","POS-11","Research","2025-10-18","Indeed","Applied","2025-10-18"
"CAND-385"," POS-11 "," Research ","","Indeed"," Screened ","2025-10-25"
"CAND-386","POS-11","Research","2025-10-18","Company Website","Interview 1","2025-10-28"
"CAND-387","POS-11","#N/A","2025-10-18","Employee Referral","Interview 2","2025-11-03"
"CAND-387","POS-11","Research","2025-10-18","Employee Referral","Interview 2","2025-11-03"
"CAND-389","POS-11","Research","2025-08-20","Employee Referral","Applied"," 2025-08-20 "
"","POS-11","Research","2025-08-20","Indeed","Screened","2025-08-23"
"CAND-390","POS-11","Research","2025-08-20","Indeed","Screened","2025-08-23"
"CAND-391","POS-11","Research","2025-08-20","Employee Referral","Interview 1","2025-08-25"
"CAND-393","POS-11","Research","2025-08-20","LinkedIn","Rejected","2025-09-03"
"CAND-394","POS-11","Research"," 2025-08-21 ","LinkedIn","","2025-08-21"
"CAND-395","POS-11","Research"," 2025-08-21 ","","Screened","2025-08-27"
" CAND-396 ","POS-11","Research","","","Interview 1","2025-08-31"
"CAND-396","POS-11","Research","2025-08-21","Company Website","Interview 1","2025-08-31"
"CAND-398","POS-11","Research","2025-08-21","Indeed","Rejected","2025-09-08"
"CAND-399","POS-11","Research","2025-10-19","LinkedIn","Rejected","2025-10-19"
"CAND-400","","Research",""," Indeed "," Applied ","2025-09-01"
"CAND-401","POS-11","Research","2025-09-01","Job Fair","#N/A","2025-09-03"
"CAND-402","POS-11","Research","2025-09-01","Employee Referral"," Rejected ","2025-09-09"
"","POS-11","Research","2025-09-20","Company Website","","2025-09-20"
"CAND-404"," POS-11 ","Research","2025-09-20","#N/A","","2025-09-25"
"CAND-405","POS-11","Research","","Company Website","Interview 1","2025-09-27"
"CAND-406","","Research","2025-09-20","Job Fair","Interview 2"," 2025-10-04 "
"CAND-407","POS-11","Research","2025-09-20","LinkedIn","Offer",""
"CAND-408","POS-11"," Research ","2025-09-20","Indeed","","2025-10-13"
"CAND-409"," POS-11 ","","2025-10-07","Job Fair",""," 2025-10-07 "
"CAND-410","","Research"," 2025-10-07 ","Indeed"," Rejected ","2025-10-11"
"CAND-411","POS-11","Research"," 2025-09-21 ","Company Website","Applied","2025-09-21"
"CAND-412","POS-11","Research","","LinkedIn","Screened","2025-09-25"
" CAND-413 "," POS-11 ","#N/A","","Job Fair","#N/A","2025-09-30"
"CAND-414","POS-11","Research","2025-09-21"," Employee Referral ","Rejected","2025-10-03"
"CAND-415","POS-11","Research","2025-10-24","Employee Referral"," Applied ","2025-10-24"
" CAND-416 ","POS-11","Research","2025-10-24","Company Website","Rejected","2025-10-31"
"CAND-417","POS-11","Research","2025-10-27","Job Fair","","2025-10-27"
"CAND-417","POS-11","Research","2025-10-27","Job Fair","Applied","2025-10-27"
"CAND-419","POS-11","Research","2025-08-29"," Company Website ","Rejected","2025-08-29"
""," POS-11 ","Research","2025-09-13","LinkedIn","Applied","2025-09-13"
"CAND-421","POS-11","Research","2025-09-13"," Job Fair ","Rejected","2025-09-16"
"#N/A","POS-11","","2025-09-26","Company Website","Applied","2025-09-26"
"CAND-423","POS-11","Research","#N/A","Employee Referral"," Screened ","2025-09-28"
"CAND-424","POS-11","","2025-09-26","Job Fair","Interview 1","2025-10-03"
"CAND-425","#N/A","","2025-09-26","","Interview 2","2025-10-06"
"CAND-426","POS-11","Research","2025-09-26","Employee Referral"," Offer ","2025-10-11"
"CAND-427","POS-11","#N/A","2025-09-26","LinkedIn","Hired","2025-10-13"
"#N/A","POS-12","","2025-10-28","Company Website","Rejected",""
"CAND-429","POS-12","Operations"," 2025-08-26 ","Job Fair","Rejected","2025-08-26"
" CAND-430 ",""," Operations ","2025-08-30","Company Website","Rejected","2025-08-30"
"CAND-431"," POS-12 "," Operations ","2025-08-27","Company Website","Rejected","2025-08-27"
"CAND-432","POS-12","Operations","2025-08-13","LinkedIn","Applied","2025-08-13"
"CAND-432","POS-12","Operations","2025-08-13","LinkedIn","Applied","2025-08-13"
"CAND-434","POS-12","Operations","2025-08-13","Indeed"," Interview 1 ","2025-08-20"
"CAND-435","POS-12","Operations","","LinkedIn","Interview 2","2025-08-22"
"","POS-12","Operations","2025-08-13","Company Website","Rejected","2025-08-29"
"CAND-437","POS-12","Operations","2025-07-14","Company Website","Rejected","2025-07-14"
"CAND-438","POS-12","Operations","2025-10-15","LinkedIn"," Applied ","2025-10-15"
"CAND-439","","Operations","2025-10-15","Indeed","Screened","2025-10-19"
"CAND-440"," POS-12 ","Operations","2025-10-15"," Employee Referral ","Interview 1",""
"CAND-440","POS-12","Operations","2025-10-15","Employee Referral","Interview 1","2025-10-26"
"CAND-442"," POS-12 ","Operations","2025-09-19","Company Website"," Applied ","2025-09-19"
"CAND-443","POS-12","Operations","2025-09-19","Indeed","Screened"," 2025-09-25 "
"CAND-444","POS-12","","","Indeed","","2025-09-30"
"CAND-445","","Operations","2025-09-19","","Rejected","2025-10-05"
"CAND-446","POS-12"," Operations ","2025-09-20","Employee Referral","Applied"," 2025-09-20 "
"CAND-447","POS-12","Operations","2025-09-20","Indeed","Rejected","2025-09-22"
""," POS-12 ","#N/A","2025-08-06","Indeed","Applied","2025-08-06"
"CAND-449"," POS-12 ",""," 2025-08-06 "," Employee Referral ","Screened","2025-08-10"
"CAND-449","POS-12","Operations","2025-08-06","Employee Referral","Screened","2025-08-10"
" CAND-451 ","POS-12","","2025-08-06","Indeed","Interview 2","2025-08-20"
"CAND-452","POS-12","Operations","2025-08-06","#N/A","Offer",""
"","POS-12","Operations","2025-08-06","Job Fair",""," 2025-08-26 "
" CAND-454 ","POS-12"," Operations ","2025-09-16"," Indeed ","","2025-09-16"
"CAND-454","POS-12","Operations","2025-09-16","Indeed","Applied","2025-09-16"
"CAND-456","POS-12","Operations","2025-09-16","Employee Referral","Interview 1","2025-09-22"
"CAND-457","POS-12","","2025-09-16","","Interview 2","2025-09-25"
"CAND-457","POS-12","Operations","2025-09-16","LinkedIn","Interview 2","2025-09-25"
"CAND-459","POS-12","#N/A","2025-09-16","LinkedIn","Hired"," 2025-10-08 "
"","POS-12","Operations","2025-09-14"," Company Website ","Applied","2025-09-14"
"CAND-461","POS-12","","2025-09-14"," Employee Referral ","","2025-09-17"
"CAND-462","POS-12"," Operations ","2025-09-10","LinkedIn"," Rejected "," 2025-09-10 "
"CAND-463","#N/A","Operations","2025-10-08","","Applied","2025-10-08"
"CAND-464","POS-12","Operations","2025-10-08",""," Screened ","2025-10-13"
"","POS-12"," Operations ","2025-10-08","","Interview 1","2025-10-18"
"CAND-466","POS-12","Operations","2025-10-08","Indeed","Rejected"," 2025-10-24 "
"CAND-467"," POS-12 ","Operations","","Employee Referral","Rejected"," 2025-09-29 "
"CAND-468","POS-12","Operations","2025-08-05","Indeed","Applied","2025-08-05"
"#N/A","POS-12","Operations","2025-08-05","Employee Referral","","2025-08-07"
"CAND-470","POS-12","Operations","2025-08-05","Company Website","Interview 1","2025-08-09"
" CAND-471 ","POS-12","Operations","2025-08-05","Company Website","Interview 2","2025-08-13"
"CAND-472"," POS-12 ","Operations","2025-08-05","","Rejected","2025-08-18"
"","POS-12"," Operations "," 2025-07-28 ",""," Applied ","2025-07-28"
"#N/A","","Operations","2025-07-28","Employee Referral","Screened","2025-08-02"
" CAND-475 "," POS-12 ","Operations"," 2025-07-28 ","Employee Referral","Interview 1","2025-08-09"
"CAND-475","POS-12","Operations","2025-07-28","Employee Referral","Interview 1","2025-08-09"
"CAND-477","POS-12","Operations","2025-07-28","Indeed","Offer","2025-08-18"
" CAND-478 ","POS-12","Operations","2025-07-28","Job Fair","Hired","2025-08-24"
"#N/A","POS-13","Research"," 2025-08-22 ","LinkedIn","Applied","2025-08-22"
"CAND-480","POS-13","Research","2025-08-22","LinkedIn","Screened"," 2025-08-28 "
"CAND-481","POS-13","Research","2025-08-22","Job Fair","Rejected","2025-09-02"
"CAND-482","","","","Job Fair"," Rejected ","2025-08-24"
"CAND-483","POS-13","Research"," 2025-09-19 ","Indeed","Applied","2025-09-19"
" CAND-484 ","POS-13","Research","2025-09-19","Indeed","","2025-09-26"
"CAND-484","POS-13","Research","2025-09-19","Indeed","Screened","2025-09-26"
" CAND-486 "," POS-13 ","Research"," 2025-10-24 ","Employee Referral"," Applied ","2025-10-24"
"CAND-487","POS-13","Research","2025-10-24","Company Website","Screened","2025-10-26"
"CAND-488","POS-13","","2025-10-24","Employee Referral","Rejected","2025-10-30"
"CAND-488","POS-13","Research","2025-10-24","Employee Referral","Rejected","2025-10-30"
"","POS-13","Research","2025-07-27","Indeed","Applied","2025-07-27"
"CAND-490","POS-13","Research","2025-07-27","Indeed","Applied","2025-07-27"
"CAND-492",""," Research ","2025-07-27","","Rejected","2025-08-04"
"CAND-493"," POS-13 ","Research","","Employee Referral","Rejected","2025-08-30"
"CAND-494","","Research","2025-09-29","LinkedIn","Applied","2025-09-29"
"CAND-495","POS-13"," Research ","2025-09-29","LinkedIn","Rejected","2025-10-02"
"CAND-496","POS-13","Research","2025-08-16","Employee Referral"," Rejected ","2025-08-16"
"CAND-497","POS-13","Research","#N/A","Employee Referral","Rejected","2025-08-03"
" CAND-498 ","POS-13","Research","2025-09-08","Indeed","Applied","2025-09-08"
"CAND-499"," POS-13 ","Research","2025-09-08"," Company Website ","Screened","2025-09-13"
"CAND-499","POS-13","Research","2025-09-08","Company Website","Screened","2025-09-13"
"","POS-13","","2025-08-14","Employee Referral","Applied","2025-08-14"
"CAND-502","POS-13","Research","","Company Website","Screened","2025-08-20"
" CAND-503 ","POS-13","Research","2025-08-14"," Indeed ","Interview 1","2025-08-24"
"CAND-504","POS-13","Research","2025-08-14","Job Fair","Rejected"," 2025-08-31 "
"CAND-505","POS-13"," Research ","2025-10-08","LinkedIn","Applied"," 2025-10-08 "
"CAND-506","POS-13","Research","2025-10-08"," Employee Referral ","Screened",""
"CAND-507","","Research"," 2025-10-08 ","LinkedIn","Rejected",""
" CAND-508 ","POS-13","Research","2025-10-24","","Applied","2025-10-24"
"CAND-509"," POS-13 ","Research",""," Employee Referral ","Rejected","2025-10-30"
"CAND-510","POS-13","","2025-09-03","Company Website","Applied","2025-09-03"
"CAND-511"," POS-13 ","Research","2025-09-03","Company Website"," Screened ","2025-09-09"
" CAND-512 ","POS-13","","2025-09-03","Employee Referral","Interview 1","2025-09-12"
"CAND-512","POS-13","Research","2025-09-03","Employee Referral","Interview 1","2025-09-12"
"CAND-514"," POS-13 ","","2025-09-03","Job Fair","Rejected","2025-09-26"
"CAND-515","POS-14","Marketing","2025-10-24","Employee Referral","Applied"," 2025-10-24 "
" CAND-516 ","POS-14","Marketing","2025-10-24","LinkedIn","","2025-10-27"
" CAND-517 ","POS-14","","2025-10-24","Company Website","Interview 1","2025-10-31"
"CAND-518",""," Marketing "," 2025-10-24 ","","Rejected","2025-11-02"
"CAND-519","POS-14","Marketing","2025-09-29","Company Website"," Rejected ","#N/A"
"CAND-519","POS-14","Marketing","2025-09-29","Company Website","Rejected","2025-09-29"
"","POS-14","Marketing","2025-10-13"," Employee Referral "," Screened ","2025-10-19"
"CAND-522","POS-14","Marketing","2025-10-13","",""," 2025-10-23 "
"CAND-523","POS-14"," Marketing ","2025-10-13","Company Website","Interview 2","2025-10-27"
"CAND-524","POS-14","Marketing","2025-10-13","Employee Referral"," Offer ","2025-10-29"
"CAND-525"," POS-14 ","Marketing"," 2025-10-13 ","Employee Referral","Hired","2025-11-02"
" CAND-526 ","POS-14","#N/A","","Job Fair","Applied","2025-10-20"
"CAND-527","#N/A","Marketing","2025-10-20"," Company Website "," Screened ","2025-10-22"
"CAND-528"," POS-14 ","Marketing","2025-10-20","LinkedIn","Interview 1","2025-10-24"
"CAND-529"," POS-14 ","Marketing","2025-10-20"," Company Website "," Interview 2 ","2025-10-29"
" CAND-530 ","POS-14","","2025-10-20","LinkedIn"," Offer ","2025-11-01"
"CAND-531","POS-14","Marketing","2025-10-20","Job Fair","","2025-11-08"
"","POS-14","","2025-10-02","Employee Referral","Rejected","2025-10-02"
"CAND-533"," POS-14 ","Marketing","2025-09-27"," Indeed ","Rejected",""
"CAND-533","POS-14","Marketing","2025-09-27","Indeed","Rejected","2025-09-27"
" CAND-535 "," POS-14 ","Marketing","","Job Fair","Screened","2025-10-11"
"CAND-536","POS-14","Marketing"," 2025-10-05 ","Company Website","Interview 1","2025-10-13"
""," POS-14 ","#N/A","2025-10-05","LinkedIn","Interview 2"," 2025-10-16 "
"CAND-538","POS-14","Marketing","2025-10-05","","Offer",""
"CAND-539","POS-14"," Marketing ","","LinkedIn","Hired","2025-10-25"
"","POS-14","Marketing","2025-10-12","Job Fair","Rejected","#N/A"
"CAND-541","POS-14","Marketing"," 2025-09-21 ","Employee Referral","Rejected"," 2025-09-21 "
"CAND-542","","Marketing"," 2025-10-15 ","Indeed","Applied","2025-10-15"
"CAND-542","POS-14","Marketing","2025-10-15","Indeed","Applied","2025-10-15"
"CAND-544"," POS-14 ","","2025-10-02","Employee Referral","","2025-10-02"
"CAND-544","POS-14","Marketing","2025-10-02","Employee Referral","Applied","2025-10-02"
"CAND-546","","Marketing","2025-09-19","","",""
"CAND-546","POS-14","Marketing","2025-09-19","Employee Referral","Applied","2025-09-19"
"CAND-548","","Marketing","2025-09-19"," Employee Referral ","Interview 1",""
"CAND-549","POS-14","","2025-09-19","Indeed"," Rejected ","2025-10-03"
" CAND-550 ","POS-14","Marketing"," 2025-10-20 "," Company Website ","Applied","2025-10-20"
"CAND-551","POS-14","Marketing","2025-10-20","Indeed",""," 2025-10-22 "
"CAND-552","#N/A","Marketing","2025-10-20","Indeed","Rejected","2025-10-29"
"CAND-553","POS-14","Marketing"," 2025-10-26 ","Job Fair","Applied","2025-10-26"
"CAND-554","POS-14","","2025-10-26","Job Fair","Screened","2025-10-29"
"CAND-554","POS-14","Marketing","2025-10-26","Job Fair","Screened","2025-10-29"
"CAND-556","POS-14","Marketing","2025-10-26","Indeed","Rejected","2025-11-07"
" CAND-557 ","POS-14","","2025-10-06","Indeed","","2025-10-06"
"CAND-558"," POS-14 ","Marketing","2025-10-06","","Rejected","2025-10-08"
""," POS-15 ","Account","2025-09-17","Company Website","",""
"CAND-560"," POS-15 ","Account"," 2025-09-17 ","","#N/A","2025-09-22"
"CAND-561","POS-15","Account","2025-09-17","LinkedIn"," Rejected ","2025-09-27"
"#N/A","POS-15","Account"," 2025-08-18 ","Job Fair","Applied","2025-08-18"
"CAND-562","POS-15","Account","2025-08-18","Job Fair","Applied","2025-08-18"
"CAND-564","POS-15","Account","2025-08-18","Employee Referral","Rejected"," 2025-08-27 "
"CAND-565","","Account","2025-10-12","Job Fair","Applied","2025-10-12"
"CAND-565","POS-15","Account","2025-10-12","Job Fair","Applied","2025-10-12"
"CAND-567","POS-15","Account","2025-10-07","Indeed","Rejected","2025-10-07"
"CAND-568","POS-15","Account","2025-08-20"," Employee Referral ",""," 2025-08-20 "
"CAND-569","POS-15","Account","2025-08-20","","Rejected",""
"","POS-15",""," 2025-07-28 ","Job Fair","Applied","2025-07-28"
"CAND-570","POS-15","Account","2025-07-28","Job Fair","Applied","2025-07-28"
"CAND-572","","Account","2025-09-04","Indeed"," Rejected ","2025-09-04"
"CAND-573","POS-15"," Account ","2025-08-02","LinkedIn","Applied",""
"CAND-574","POS-15","Account"," 2025-08-02 ","Indeed","Screened","2025-08-07"
"CAND-574","POS-15","Account","2025-08-02","Indeed","Screened","2025-08-07"
"CAND-576","","Account",""," Job Fair ","Interview 2","2025-08-16"
"CAND-577","POS-15","Account","2025-08-02","Employee Referral","Offer","2025-08-22"
"CAND-578"," POS-15 ",""," 2025-08-02 "," Company Website ","Hired","2025-08-25"
" CAND-579 ","POS-15","Account","2025-08-01","LinkedIn","","2025-08-01"
"CAND-580","POS-15","","2025-08-01"," Employee Referral ","Rejected","2025-08-04"
" CAND-581 ","POS-15","Account"," 2025-09-26 ","LinkedIn","Applied","2025-09-26"
"CAND-582","POS-15","Account","2025-09-26","Indeed","Rejected","2025-10-01"
"CAND-583","POS-15","Account","2025-08-04"," Employee Referral ","Applied",""
"CAND-584"," POS-15 ","Account"," 2025-08-04 ","LinkedIn","Screened","2025-08-07"
"CAND-585","POS-15","Account","","LinkedIn","Interview 1","2025-08-14"
"CAND-586","POS-15","Account"," 2025-08-04 ","LinkedIn","Interview 2","2025-08-18"
" CAND-587 ","POS-15","Account","2025-08-04","Job Fair","Rejected","2025-08-23"
"CAND-588","#N/A","Account",""," Job Fair ","#N/A"," 2025-09-23 "
"CAND-589","POS-15","Account","2025-09-23","LinkedIn","Rejected","2025-09-26"
"CAND-590","POS-15","","2025-09-19","#N/A","Applied","2025-09-19"
